invoice_id,client_id,start_date,subtotal,tax,total,shipment_type
INV-7LWUO47,C83350,2024-01-19,3590.28,0.0,3590.28,GROUND
INV-7M639K4,C11386,2025-12-28,5170.33,517.03,5687.36,EXPRESS
INV-7M70M9G,C35443,2025-12-05,3970.67,198.53,4169.2,GROUND
INV-7MFJBIW,C29210,2024-11-08,3378.18,168.91,3547.09,GROUND
INV-7MG5XQE,C93089,2025-01-07,8257.44,0.0,8257.44,EXPRESS
INV-7MPDOOO,C91097,2025-05-02,17795.44,889.77,18685.21,EXPRESS
INV-7MPE1R3,C14637,2025-12-14,46444.41,3715.55,50159.96,FREIGHT
INV-7MUTL38,C98399,2024-09-29,2482.21,0.0,2482.21,GROUND
INV-7MZ61PF,C51553,2024-01-09,3641.64,364.16,4005.8,GROUND
INV-7N1W2UE,C86178,2025-06-25,12099.01,1209.9,13308.91,EXPRESS
INV-7N2BDEB,C20405,2025-07-06,15423.04,771.15,16194.19,EXPRESS
INV-7N4B9OT,C15978,2024-07-06,3310.69,165.53,3476.22,GROUND
INV-7N61N3T,C86178,2024-07-03,7824.76,625.98,8450.74,2DAY
INV-7NCUM2F,C10456,2025-08-08,1066.36,106.64,1173.0,GROUND
INV-7NFTL0H,C49018,2025-03-25,1149.15,114.92,1264.07,GROUND
INV-7NHAI2J,C63096,2024-07-02,5876.78,0.0,5876.78,EXPRESS
INV-7NKBU86,C56067,2024-01-28,3401.0,340.1,3741.1,GROUND
INV-7NMQ04O,C21531,2024-02-20,3906.39,0.0,3906.39,GROUND
INV-7NN67BG,C73720,2025-09-03,4819.14,481.91,5301.05,GROUND
INV-7NNOK7F,C57382,2024-08-29,34867.28,2789.38,37656.66,FREIGHT
INV-7NNPFZB,C03366,2025-07-11,18600.83,1860.08,20460.91,EXPRESS
INV-7NNY5II,C91097,2024-04-06,1303.13,104.25,1407.38,GROUND
INV-7NW909I,C34523,2024-05-01,1176.36,94.11,1270.47,GROUND
INV-7NY77VR,C82971,2024-12-25,2638.18,0.0,2638.18,2DAY
INV-7NZ1U2B,C80551,2025-10-24,44632.98,4463.3,49096.28,FREIGHT
INV-7O3M02V,C77726,2024-09-07,4422.35,442.24,4864.59,GROUND
INV-7O5U2C8,C28306,2025-03-16,3091.99,247.36,3339.35,GROUND
INV-7O6FCHR,C94929,2024-02-12,2143.93,171.51,2315.44,GROUND
INV-7O75JP8,C98672,2024-12-04,18955.06,1895.51,20850.57,EXPRESS
INV-7OA8DZ7,C98672,2025-04-28,2591.02,129.55,2720.57,GROUND
INV-7OH6F3R,C10456,2024-11-05,40906.79,4090.68,44997.47,FREIGHT
INV-7OHP3LD,C49018,2024-08-06,2909.14,0.0,2909.14,GROUND
INV-7OMQFVE,C83350,2024-01-25,10737.97,1073.8,11811.77,EXPRESS
INV-7ON9KMD,C92842,2024-06-12,4194.89,419.49,4614.38,GROUND
INV-7ORFGCB,C99808,2024-06-05,3467.06,277.36,3744.42,GROUND
INV-7ORXQIB,C16655,2025-11-05,1328.61,66.43,1395.04,GROUND
INV-7P1PKKZ,C24911,2024-04-30,3992.91,0.0,3992.91,GROUND
INV-7P1RTBN,C33266,2024-03-01,9822.06,0.0,9822.06,2DAY
INV-7P5HTKG,C34523,2025-05-08,4323.79,216.19,4539.98,GROUND
INV-7P856BT,C72495,2025-12-16,2337.88,116.89,2454.77,GROUND
INV-7P90APD,C77577,2024-12-06,11054.64,884.37,11939.01,EXPRESS
INV-7PDB4NF,C51553,2025-04-17,3765.04,0.0,3765.04,GROUND
INV-7PFIB0V,C77726,2024-04-14,7691.03,0.0,7691.03,EXPRESS
INV-7PN2TGH,C80551,2024-09-10,5777.33,577.73,6355.06,EXPRESS
INV-7POIT5K,C49018,2025-06-26,2516.03,201.28,2717.31,GROUND
INV-7PUR8G5,C14637,2025-05-07,1844.13,92.21,1936.34,GROUND
INV-7PWEJKC,C16655,2025-04-10,5154.08,0.0,5154.08,EXPRESS
INV-7PZ2LWT,C70464,2024-10-09,3883.18,194.16,4077.34,2DAY
INV-7Q5KHNG,C35443,2024-04-05,3974.29,317.94,4292.23,GROUND
INV-7QD00F9,C29210,2025-05-09,33696.55,1684.83,35381.38,FREIGHT
INV-7QEG36W,C97785,2025-10-27,2359.66,188.77,2548.43,GROUND
INV-7QGX1AB,C92842,2024-10-05,19620.82,1569.67,21190.49,EXPRESS
INV-7QJMG45,C11386,2024-08-06,14920.68,1193.65,16114.33,EXPRESS
INV-7QMRLHO,C60889,2024-12-20,18880.19,0.0,18880.19,EXPRESS
INV-7QZU2O4,C15978,2025-09-14,6869.63,686.96,7556.59,EXPRESS
INV-7R2NX09,C15978,2024-06-05,7337.34,733.73,8071.07,EXPRESS
INV-7R46JP9,C77577,2024-02-14,6084.58,608.46,6693.04,2DAY
INV-7R60AB1,C51553,2024-02-03,8894.55,889.45,9784.0,2DAY
INV-7RDZS5K,C22659,2024-01-16,8918.38,0.0,8918.38,EXPRESS
INV-7RRM8LF,C25055,2024-09-19,3495.21,0.0,3495.21,GROUND
INV-7RRX5M2,C34523,2025-02-12,1032.67,103.27,1135.94,GROUND
INV-7RVO8E1,C17172,2025-09-15,27774.29,1388.71,29163.0,FREIGHT
INV-7RXFMDP,C10456,2024-04-06,24126.77,2412.68,26539.45,FREIGHT
INV-7S6WRAE,C22659,2025-08-02,6990.18,559.21,7549.39,EXPRESS
INV-7SEJA2X,C15499,2025-12-11,9541.19,763.3,10304.49,2DAY
INV-7SO3D9F,C92842,2024-09-19,49922.65,3993.81,53916.46,FREIGHT
INV-7SO78DO,C17754,2024-02-05,7722.59,617.81,8340.4,2DAY
INV-7SSB3LZ,C14175,2025-11-05,6103.8,488.3,6592.1,EXPRESS
INV-7STWEBZ,C34523,2024-01-17,5768.75,0.0,5768.75,EXPRESS
INV-7SWMO1D,C72495,2025-01-24,2353.22,0.0,2353.22,GROUND
INV-7T59GP5,C72495,2025-11-19,4880.31,0.0,4880.31,GROUND
INV-7T6O64D,C35443,2024-10-24,1520.79,0.0,1520.79,GROUND
INV-7TDN2MF,C63096,2025-07-28,3023.94,302.39,3326.33,GROUND
INV-7THCGKU,C34523,2024-02-06,3696.35,369.63,4065.98,GROUND
INV-7TLOBBX,C47375,2025-11-03,2501.4,0.0,2501.4,GROUND
INV-7TNB3C0,C97125,2025-06-09,5208.22,520.82,5729.04,EXPRESS
INV-7TNY5T5,C98399,2024-10-01,8813.81,440.69,9254.5,2DAY
INV-7TS1EUZ,C63096,2024-02-26,3142.95,0.0,3142.95,GROUND
INV-7TSLVDW,C83350,2025-10-19,9475.05,758.0,10233.05,EXPRESS
INV-7TU4JGR,C10456,2024-11-20,2954.43,236.35,3190.78,GROUND
INV-7TZQ4BT,C03366,2024-04-11,1934.16,193.42,2127.58,GROUND
INV-7TZT9NT,C43677,2025-05-05,4992.94,499.29,5492.23,2DAY
INV-7U2TE5K,C17754,2025-08-29,7247.24,0.0,7247.24,EXPRESS
INV-7U2XBDA,C15499,2025-09-02,1927.52,192.75,2120.27,GROUND
INV-7U58DVB,C99808,2025-04-15,4477.47,447.75,4925.22,GROUND
INV-7U60Q9A,C99892,2025-11-23,2882.02,230.56,3112.58,GROUND
INV-7U84JXG,C33266,2024-12-23,3049.05,152.45,3201.5,GROUND
INV-7U875WQ,C70464,2024-08-27,1571.97,157.2,1729.17,GROUND
INV-7UBMGQG,C91097,2025-04-22,3748.4,0.0,3748.4,GROUND
INV-7UJ9Y19,C72495,2025-06-13,2355.69,117.78,2473.47,GROUND
INV-7UN17AS,C72495,2025-03-25,2664.04,213.12,2877.16,GROUND
INV-7UNMJI2,C60889,2024-02-29,2437.35,243.74,2681.09,2DAY
INV-7USD3Q2,C17172,2024-02-05,10864.01,1086.4,11950.41,EXPRESS
INV-7V0MXOF,C60889,2024-07-05,2668.6,0.0,2668.6,GROUND
INV-7V19VYJ,C57382,2025-09-23,2536.07,202.89,2738.96,GROUND
INV-7V4QNHA,C99892,2025-12-07,1477.1,118.17,1595.27,GROUND
INV-7V83NP4,C17754,2024-10-01,8377.04,837.7,9214.74,2DAY
INV-7VE1UPE,C92842,2024-09-02,6593.81,659.38,7253.19,2DAY
INV-7VEJYDK,C73720,2024-09-19,18295.4,1829.54,20124.94,EXPRESS
INV-7VFMS57,C33266,2025-01-19,10647.48,0.0,10647.48,EXPRESS
INV-7VH2MHM,C83350,2025-06-19,8298.1,663.85,8961.95,2DAY
INV-7VHW592,C70464,2025-11-07,16981.83,0.0,16981.83,FREIGHT
INV-7VVIW6A,C93089,2024-04-17,2113.44,0.0,2113.44,GROUND
INV-7VWXC05,C92842,2024-03-02,13411.55,1072.92,14484.47,EXPRESS
INV-7W40994,C98399,2024-05-28,1873.54,93.68,1967.22,GROUND
INV-7WDA3Q9,C87356,2025-05-05,5182.61,0.0,5182.61,2DAY
INV-7WHSE0G,C70464,2025-09-09,15756.92,1575.69,17332.61,EXPRESS
INV-7WJHR55,C28306,2024-08-09,4121.01,412.1,4533.11,GROUND
INV-7WJICN1,C72495,2024-07-08,1532.65,0.0,1532.65,GROUND
INV-7WOY48R,C99892,2025-05-09,2092.05,104.6,2196.65,GROUND
INV-7WQV3GX,C97785,2025-02-10,6002.59,600.26,6602.85,EXPRESS
INV-7WUTZ73,C33266,2025-10-06,12868.24,643.41,13511.65,EXPRESS
INV-7X0NVV5,C97125,2024-05-27,14017.71,1121.42,15139.13,EXPRESS
INV-7X1LC3Q,C09581,2025-08-10,23853.02,0.0,23853.02,FREIGHT
INV-7X6RQMX,C98672,2025-01-11,2987.83,149.39,3137.22,GROUND
INV-7X7EOER,C80551,2024-05-12,1851.4,148.11,1999.51,GROUND
INV-7X8K7SG,C99892,2024-11-04,11758.2,1175.82,12934.02,EXPRESS
INV-7XA1J8T,C16655,2024-02-16,4623.38,462.34,5085.72,GROUND
INV-7XETJGE,C78191,2024-02-16,3103.65,0.0,3103.65,GROUND
INV-7XOJYVT,C84879,2024-10-26,10862.29,868.98,11731.27,EXPRESS
INV-7XQOONJ,C60889,2024-07-15,4605.71,230.29,4836.0,GROUND
INV-7XQS20A,C94736,2025-02-26,1918.22,95.91,2014.13,GROUND
INV-7YCE2D2,C03366,2025-04-05,16908.13,1690.81,18598.94,EXPRESS
INV-7YFD9MF,C43677,2025-09-23,2422.16,0.0,2422.16,2DAY
INV-7YKABHL,C94929,2024-02-01,4754.25,237.71,4991.96,GROUND
INV-7YRJJUZ,C83948,2024-05-17,3194.65,0.0,3194.65,2DAY
INV-7YRRR2O,C83350,2024-08-29,1499.95,150.0,1649.95,GROUND
INV-7YWOMZ5,C78191,2024-05-25,18419.02,920.95,19339.97,EXPRESS
INV-7YZKONF,C94929,2024-05-02,1413.06,141.31,1554.37,GROUND
INV-7Z30O3S,C72495,2024-05-18,1183.63,0.0,1183.63,GROUND
INV-7Z8SQ0N,C94736,2025-07-25,9094.21,727.54,9821.75,2DAY
INV-7Z8V0GQ,C94736,2024-01-31,3383.77,270.7,3654.47,GROUND
INV-7ZACIW1,C47375,2025-02-26,2397.42,119.87,2517.29,GROUND
INV-7ZC44WZ,C99892,2024-03-14,43501.53,4350.15,47851.68,FREIGHT
INV-7ZKT6D0,C80551,2024-01-19,6761.89,0.0,6761.89,EXPRESS
INV-7ZL8AXW,C82971,2024-12-06,13299.57,0.0,13299.57,EXPRESS
INV-7ZLTQYN,C49018,2024-06-23,15009.78,1200.78,16210.56,FREIGHT
INV-7ZPQVIF,C77726,2025-06-18,4654.14,372.33,5026.47,GROUND
INV-80M500U,C25055,2025-01-26,16966.45,0.0,16966.45,EXPRESS
INV-80N2MU2,C78191,2024-01-08,17460.1,1746.01,19206.11,EXPRESS
INV-80SPL2Y,C08929,2025-01-25,3343.45,334.35,3677.8,GROUND
INV-80TPAGT,C97125,2025-08-15,1567.55,0.0,1567.55,GROUND
INV-811CEZJ,C70464,2024-06-13,19247.06,1924.71,21171.77,EXPRESS
INV-82166WH,C15978,2024-01-13,12108.87,605.44,12714.31,FREIGHT
INV-828SZS2,C99892,2024-01-29,19839.98,0.0,19839.98,EXPRESS
INV-82FVTBI,C57382,2024-11-18,9581.8,958.18,10539.98,2DAY
INV-82O18VR,C77726,2025-09-04,49006.09,2450.3,51456.39,FREIGHT
INV-82O20CE,C14175,2024-07-31,2334.03,116.7,2450.73,GROUND
INV-82PCFHI,C24911,2025-08-10,17033.89,1703.39,18737.28,EXPRESS
INV-82WOO4N,C78191,2025-05-11,3301.27,264.1,3565.37,2DAY
INV-8316HAE,C98399,2024-02-11,5181.58,0.0,5181.58,2DAY
INV-832V6HC,C03366,2024-12-27,4488.01,359.04,4847.05,2DAY
INV-834GWUY,C47375,2024-08-19,7363.63,589.09,7952.72,2DAY
INV-837GOJN,C63096,2024-12-09,15568.14,1556.81,17124.95,EXPRESS
INV-837OF54,C81739,2024-07-21,4875.77,390.06,5265.83,GROUND
INV-83B0VJY,C64279,2025-01-03,30628.59,0.0,30628.59,FREIGHT
INV-83BV68T,C17172,2025-03-25,3547.88,177.39,3725.27,GROUND
INV-83E2RMD,C98672,2025-05-31,2336.09,233.61,2569.7,GROUND
INV-83F28DV,C56067,2024-07-06,3022.86,302.29,3325.15,GROUND
INV-83FCMO9,C86029,2024-09-20,11969.6,598.48,12568.08,EXPRESS
INV-83IVSKB,C99892,2024-02-27,4226.28,422.63,4648.91,2DAY
INV-83NQAS3,C99808,2024-10-15,11448.82,915.91,12364.73,EXPRESS
INV-83QN4V0,C25055,2024-12-31,17961.77,898.09,18859.86,EXPRESS
INV-83VBMS9,C16180,2025-02-06,6150.69,0.0,6150.69,EXPRESS
INV-83ZYGYZ,C91097,2025-09-05,9352.49,0.0,9352.49,EXPRESS
INV-846CEIN,C84879,2025-02-04,19346.11,0.0,19346.11,EXPRESS
INV-84CB2V9,C60889,2024-09-19,5485.09,548.51,6033.6,EXPRESS
INV-84CZYX7,C97785,2024-02-29,1316.24,0.0,1316.24,GROUND
INV-84IYRFG,C98399,2025-01-09,48973.33,2448.67,51422.0,FREIGHT
INV-84KA4VT,C60889,2024-08-20,4149.12,414.91,4564.03,GROUND
INV-84KS5PE,C24911,2024-04-28,1793.48,89.67,1883.15,GROUND
INV-84LDC1D,C81739,2024-10-27,8173.6,0.0,8173.6,2DAY
INV-84LY0KS,C99892,2025-04-15,2039.49,203.95,2243.44,GROUND
INV-84NG3AC,C17754,2025-04-22,3921.19,392.12,4313.31,GROUND
INV-84SFT25,C93089,2024-04-21,2710.5,271.05,2981.55,2DAY
INV-84UJXQX,C49018,2024-07-14,1250.33,0.0,1250.33,GROUND
INV-853LXB6,C84879,2025-12-03,39434.3,1971.72,41406.02,FREIGHT
INV-85B1SOI,C24911,2024-07-18,1834.09,0.0,1834.09,GROUND
INV-85DAHN3,C91097,2025-03-04,4518.16,361.45,4879.61,GROUND
INV-85E0XIC,C77726,2025-05-13,3573.06,285.84,3858.9,GROUND
INV-85ESEW1,C33266,2025-05-10,2828.02,0.0,2828.02,GROUND
INV-85HZKBK,C11386,2025-12-29,4640.65,464.06,5104.71,GROUND
INV-85KFCQ8,C51553,2024-08-25,7906.3,395.32,8301.62,2DAY
INV-85M5UV1,C63096,2025-05-06,2079.47,207.95,2287.42,GROUND
INV-861JQDZ,C11386,2025-08-14,4158.32,415.83,4574.15,GROUND
INV-8634PAZ,C16180,2025-02-18,9307.96,930.8,10238.76,2DAY
INV-864KIZ6,C82971,2024-10-05,3075.33,307.53,3382.86,2DAY
INV-869BL1G,C15978,2024-09-20,1754.27,140.34,1894.61,GROUND
INV-86CD81C,C17172,2025-01-12,3153.19,157.66,3310.85,GROUND
INV-86GYZ6R,C22659,2024-12-14,10214.74,510.74,10725.48,EXPRESS
INV-86H5TLY,C99808,2025-11-22,16070.38,1285.63,17356.01,EXPRESS
INV-86HED7T,C43677,2024-04-29,3522.98,352.3,3875.28,GROUND
INV-86JKV3Q,C20405,2024-11-11,42406.65,4240.66,46647.31,FREIGHT
INV-86P7OY3,C81739,2025-10-08,13943.57,697.18,14640.75,EXPRESS
INV-86RZHV2,C73720,2024-04-24,1106.99,88.56,1195.55,GROUND
INV-86UQ9Z7,C16655,2025-06-30,3395.09,271.61,3666.7,GROUND
INV-873HKYU,C92842,2024-11-29,9572.37,478.62,10050.99,EXPRESS
INV-87BU5HL,C64279,2025-10-01,6550.42,327.52,6877.94,EXPRESS
INV-87H15EW,C29210,2024-05-02,15941.36,1275.31,17216.67,EXPRESS
INV-87QO7O5,C16655,2025-12-30,7963.14,637.05,8600.19,EXPRESS
INV-87ZIM1U,C60889,2025-04-04,1463.85,146.38,1610.23,GROUND
INV-87ZS20A,C80551,2025-06-22,11546.58,0.0,11546.58,EXPRESS
INV-8819DB1,C09581,2025-07-26,2220.59,0.0,2220.59,GROUND
INV-88FKY5K,C33266,2024-07-29,4513.88,225.69,4739.57,GROUND
INV-88LC3G8,C98399,2024-09-21,4659.24,465.92,5125.16,GROUND
INV-88M9KZP,C49018,2025-12-30,4534.5,0.0,4534.5,GROUND
INV-88WX9A5,C14637,2024-08-16,17003.94,0.0,17003.94,EXPRESS
INV-8934ANQ,C91097,2024-12-29,5194.06,259.7,5453.76,2DAY
INV-895UJ87,C49018,2024-05-04,11407.92,912.63,12320.55,EXPRESS
INV-897FETP,C63250,2025-01-03,1049.44,104.94,1154.38,GROUND
INV-897X3IS,C80551,2025-01-09,5063.34,0.0,5063.34,EXPRESS
INV-89B6QPU,C33266,2025-09-12,4681.76,0.0,4681.76,GROUND
INV-89ERGPM,C15499,2024-12-26,19550.73,1564.06,21114.79,EXPRESS
INV-89GOS5A,C73720,2024-12-14,1835.06,146.8,1981.86,GROUND
INV-89H3H6I,C97785,2025-01-13,47418.99,2370.95,49789.94,FREIGHT
INV-89N4V0F,C29210,2024-02-24,3340.57,334.06,3674.63,GROUND
INV-89PHI04,C80551,2024-07-23,1920.94,96.05,2016.99,GROUND
INV-89VWHO5,C17754,2025-07-23,4354.84,0.0,4354.84,2DAY
INV-89WNVX3,C99892,2025-09-17,11579.6,1157.96,12737.56,EXPRESS
INV-89ZVI16,C47375,2024-11-13,6402.55,320.13,6722.68,2DAY
INV-8A07CS3,C14637,2024-08-06,3184.1,318.41,3502.51,GROUND
INV-8AKHCB9,C03366,2024-03-27,3875.48,0.0,3875.48,GROUND
INV-8ANT8IE,C16180,2024-09-05,8399.54,0.0,8399.54,2DAY
INV-8AYVPRC,C56067,2024-03-01,4024.63,0.0,4024.63,2DAY
INV-8AZYXU1,C03366,2024-02-25,6505.85,0.0,6505.85,EXPRESS
INV-8B41WBM,C15499,2024-02-08,2444.42,244.44,2688.86,GROUND
INV-8BBTX9Q,C10456,2025-01-06,3719.71,185.99,3905.7,GROUND
INV-8BIY3PH,C87356,2024-04-15,1407.46,112.6,1520.06,GROUND
INV-8BLU440,C83350,2025-03-15,2190.56,175.24,2365.8,2DAY
INV-8BMRFJC,C63250,2025-02-05,8856.15,442.81,9298.96,EXPRESS
INV-8BO3DBW,C97125,2025-06-10,33092.38,0.0,33092.38,FREIGHT
INV-8BXOKP0,C86029,2024-07-31,3763.04,188.15,3951.19,GROUND
INV-8C5CJF4,C16655,2025-02-16,1897.23,0.0,1897.23,GROUND
INV-8CAWDJX,C83948,2025-10-03,2707.78,135.39,2843.17,GROUND
INV-8CD3FTU,C03366,2024-09-19,7406.68,370.33,7777.01,2DAY
INV-8CIC9NB,C86029,2025-09-30,9711.64,776.93,10488.57,2DAY
INV-8CKC27W,C80551,2024-02-28,1317.53,65.88,1383.41,GROUND
INV-8CN2AAM,C80551,2024-12-30,7678.03,383.9,8061.93,2DAY
INV-8CN2T8E,C11386,2025-11-06,2129.1,212.91,2342.01,GROUND
INV-8CV626H,C87356,2024-05-20,8668.38,693.47,9361.85,2DAY
INV-8CX8RL0,C03366,2024-04-09,4816.22,240.81,5057.03,GROUND
INV-8CY6RZA,C63096,2025-05-01,1266.55,101.32,1367.87,GROUND
INV-8CZ0QDK,C84879,2025-09-05,4589.75,229.49,4819.24,GROUND
INV-8D0FO1C,C70464,2025-08-18,4900.91,490.09,5391.0,GROUND
INV-8D6ME5G,C86178,2025-02-12,4065.5,325.24,4390.74,GROUND
INV-8D7JJOT,C08929,2024-12-16,4912.21,245.61,5157.82,GROUND
INV-8D9TOVA,C97785,2025-07-04,4151.42,207.57,4358.99,GROUND
INV-8DAN4Z6,C17172,2024-02-29,3296.25,164.81,3461.06,GROUND
INV-8DAO7UI,C91097,2024-10-27,1424.07,0.0,1424.07,GROUND
INV-8DC6UCF,C99892,2024-05-17,3790.71,189.54,3980.25,GROUND
INV-8DDP72F,C47375,2025-09-08,5230.82,0.0,5230.82,2DAY
INV-8DHPQEB,C99808,2024-05-19,3661.8,366.18,4027.98,GROUND
INV-8DPC03X,C84879,2025-05-21,4290.69,429.07,4719.76,GROUND
INV-8DT11OA,C11386,2024-07-08,49653.91,4965.39,54619.3,FREIGHT
INV-8DVP5LK,C83948,2025-09-24,4393.96,351.52,4745.48,GROUND
INV-8E3URPS,C87356,2024-04-26,5166.72,258.34,5425.06,EXPRESS
INV-8E4X6JB,C14637,2025-05-13,3208.69,256.7,3465.39,GROUND
INV-8E7U3SW,C86178,2024-01-28,3856.77,0.0,3856.77,GROUND
INV-8EIQSF3,C64279,2025-04-14,3231.2,258.5,3489.7,GROUND
INV-8ELVCD7,C15499,2025-10-15,1601.48,160.15,1761.63,GROUND
INV-8ET9IM6,C11386,2025-12-26,2404.42,0.0,2404.42,GROUND
INV-8EWF7UV,C34523,2025-06-19,1716.65,137.33,1853.98,GROUND
INV-8EY16KZ,C22659,2024-04-01,2016.82,201.68,2218.5,GROUND
INV-8FF03WD,C21531,2025-04-22,4334.88,346.79,4681.67,2DAY
INV-8FFVY49,C80551,2025-11-22,1139.71,91.18,1230.89,GROUND
INV-8FG24MD,C16180,2025-01-26,4141.66,414.17,4555.83,GROUND
INV-8FHDM49,C70464,2024-08-03,22496.59,2249.66,24746.25,FREIGHT
INV-8FNE8IX,C82971,2024-11-27,2130.83,106.54,2237.37,GROUND
INV-8FPYRTR,C78191,2024-09-08,15423.89,771.19,16195.08,EXPRESS
INV-8FUZ0IA,C94929,2025-12-25,8025.88,642.07,8667.95,2DAY
INV-8FYID6I,C92842,2025-02-09,41159.38,4115.94,45275.32,FREIGHT
INV-8FZI32Q,C98672,2024-12-02,15678.01,783.9,16461.91,EXPRESS
INV-8G2OLBT,C63096,2024-08-02,12254.6,1225.46,13480.06,EXPRESS
INV-8G5BNFX,C14175,2024-04-15,4798.25,239.91,5038.16,2DAY
INV-8G5LW13,C08929,2024-05-06,3341.93,167.1,3509.03,GROUND
INV-8G6GAE9,C11386,2024-01-07,5043.99,504.4,5548.39,2DAY
INV-8GBQKGU,C81739,2024-03-09,4350.68,0.0,4350.68,GROUND
INV-8GGW6VD,C15978,2025-03-15,9449.59,944.96,10394.55,2DAY
INV-8GIEOUV,C43677,2025-01-17,2813.08,0.0,2813.08,GROUND
INV-8GJOJK4,C86178,2024-05-30,20506.39,0.0,20506.39,FREIGHT
INV-8GMIYYM,C15499,2025-12-19,36524.6,0.0,36524.6,FREIGHT
INV-8GNDO2U,C16655,2024-12-15,4126.81,330.14,4456.95,GROUND
INV-8GY4LFR,C56067,2024-10-01,2610.01,261.0,2871.01,GROUND
INV-8H1QTI4,C51553,2025-03-05,6248.87,0.0,6248.87,2DAY
INV-8H4SGK4,C93089,2024-12-26,5598.48,559.85,6158.33,2DAY
INV-8H7SIPH,C33266,2025-04-03,13798.77,1103.9,14902.67,EXPRESS
INV-8HBCMBG,C86178,2025-03-07,3309.15,0.0,3309.15,2DAY
INV-8HI6A3E,C93089,2024-06-12,2417.69,0.0,2417.69,GROUND
INV-8HK8TUM,C56067,2025-01-16,3722.57,0.0,3722.57,GROUND
INV-8HMI0ZB,C03366,2024-09-20,14676.31,733.82,15410.13,EXPRESS
INV-8HMVYQJ,C21531,2025-06-09,18850.81,942.54,19793.35,EXPRESS
INV-8I1QOJ5,C28306,2025-07-10,4203.28,0.0,4203.28,GROUND
INV-8I6QOQU,C81739,2025-04-30,1296.23,64.81,1361.04,GROUND
INV-8I74FVF,C63096,2024-10-10,3098.73,154.94,3253.67,GROUND
INV-8IBRL94,C97125,2024-05-27,2996.51,299.65,3296.16,GROUND
INV-8IIC1J4,C02145,2025-06-03,3990.5,0.0,3990.5,GROUND
INV-8IJ6G9T,C80551,2025-09-10,7633.97,763.4,8397.37,EXPRESS
INV-8IK1Y26,C15499,2025-02-25,3568.59,0.0,3568.59,GROUND
INV-8IPV6ZT,C21531,2024-10-16,2677.57,267.76,2945.33,GROUND
INV-8JAM7X4,C24911,2025-07-24,11498.76,0.0,11498.76,EXPRESS
INV-8JF969H,C87356,2024-02-29,15707.96,785.4,16493.36,EXPRESS
INV-8JIF7SH,C94736,2024-02-13,5903.17,472.25,6375.42,2DAY
INV-8JNNLEM,C83350,2025-11-20,4489.14,0.0,4489.14,GROUND
INV-8JU772G,C97785,2024-10-31,2732.7,273.27,3005.97,GROUND
INV-8JXSYAO,C64279,2024-03-12,3421.82,273.75,3695.57,GROUND
INV-8JZE2SY,C97785,2024-11-02,1162.03,58.1,1220.13,GROUND
INV-8K4LVEX,C16655,2025-08-09,3450.94,172.55,3623.49,GROUND
INV-8KBKNNI,C86029,2025-04-14,4935.9,493.59,5429.49,GROUND
INV-8KELZ48,C24911,2025-12-12,4020.54,321.64,4342.18,GROUND
INV-8KGM0OS,C83948,2025-01-13,37826.82,3026.15,40852.97,FREIGHT
INV-8KJ8FC0,C63250,2025-05-12,5034.39,0.0,5034.39,2DAY
INV-8KZ6WV2,C47375,2025-07-09,1235.93,0.0,1235.93,GROUND
INV-8L0PU95,C14637,2024-03-29,1854.71,0.0,1854.71,GROUND
INV-8L5Z2G3,C63250,2025-08-20,8424.24,421.21,8845.45,EXPRESS
INV-8L6B3BE,C17172,2025-08-30,2642.23,211.38,2853.61,2DAY
INV-8LE1E5K,C94736,2025-04-23,8211.77,0.0,8211.77,EXPRESS
INV-8LE1HLB,C73720,2024-11-08,1285.19,102.82,1388.01,GROUND
INV-8LGZSOI,C10456,2024-09-06,1378.87,0.0,1378.87,GROUND
INV-8LJC2TC,C64279,2025-04-14,27847.56,2227.8,30075.36,FREIGHT
INV-8LKQKES,C09581,2025-04-09,13823.82,1105.91,14929.73,EXPRESS
INV-8LOST8M,C28306,2024-11-02,2219.23,110.96,2330.19,GROUND
INV-8LOZX9D,C82971,2025-08-11,5981.75,299.09,6280.84,2DAY
INV-8LSP3A7,C73720,2024-05-01,4817.22,385.38,5202.6,GROUND
INV-8LWK1LQ,C51553,2024-11-11,30365.66,2429.25,32794.91,FREIGHT
INV-8LXULUH,C80551,2025-02-24,3861.78,386.18,4247.96,GROUND
INV-8MNSCPL,C21531,2024-12-24,3957.42,395.74,4353.16,GROUND
INV-8MVI0KU,C34523,2024-07-15,28105.87,0.0,28105.87,FREIGHT
INV-8MXHEZ2,C63096,2025-07-21,4450.43,222.52,4672.95,GROUND
INV-8N2UAGA,C78191,2025-04-03,3771.07,377.11,4148.18,GROUND
INV-8N35821,C64279,2025-03-21,5078.92,0.0,5078.92,2DAY
INV-8NA5LLO,C63250,2024-10-15,17901.28,895.06,18796.34,EXPRESS
INV-8NDC9LI,C92842,2025-12-30,17490.58,1399.25,18889.83,FREIGHT
INV-8NFHY6W,C94929,2025-10-07,1912.93,191.29,2104.22,GROUND
INV-8NFJ872,C64279,2025-11-29,11447.44,1144.74,12592.18,FREIGHT
INV-8NLB49I,C56067,2024-09-03,4624.98,370.0,4994.98,GROUND
INV-8NLL1VR,C92842,2025-11-22,16933.65,846.68,17780.33,FREIGHT
INV-8NLP0TX,C20405,2025-10-16,6506.5,520.52,7027.02,2DAY
