client_id,client_name,invoice_id,start_date,total,shipment_type
C33266,Hooli Enterprises,INV-APD20HN,2025-11-08,6142.41,2DAY
C97125,Blue Industries,INV-APIEQLY,2025-03-28,1858.48,GROUND
C47375,Vertex Partners,INV-APLVDFG,2025-06-12,7436.83,EXPRESS
C03366,Umbrella Industries,INV-APNUHFT,2025-06-02,3461.93,GROUND
C15978,Vector Freight,INV-APQCCED,2025-03-15,40685.8,FREIGHT
C98672,Stark Freight,INV-APTQKEY,2024-11-02,3963.41,GROUND
C83350,Stark Group,INV-APX4KG7,2025-07-22,10525.2,2DAY
C22659,Tyrell Partners,INV-APXVU3L,2025-05-09,20399.56,FREIGHT
C15978,Vector Freight,INV-AQ0AU88,2024-05-23,3816.54,GROUND
C77726,Nimbus Holdings,INV-AQ4VS3G,2025-11-19,9122.81,EXPRESS
C92842,Tyrell Industries,INV-AQ6DW02,2025-07-18,1897.72,GROUND
C80551,Vertex Partners,INV-AQ6UEWJ,2024-12-25,9678.92,EXPRESS
C83350,Stark Group,INV-AQAKL81,2025-02-20,13594.19,EXPRESS
C97125,Blue Industries,INV-AQFWYJP,2025-09-14,8772.26,EXPRESS
C70464,Hooli Supply,INV-AQGFRTL,2025-03-05,18800.62,EXPRESS
C16180,Blue Enterprises,INV-AQH1771,2025-10-04,9041.55,2DAY
C98672,Stark Freight,INV-AQH6Z0J,2024-06-25,9012.09,EXPRESS
C86029,Acme Industries,INV-AQMFK60,2024-12-08,3081.12,GROUND
C60889,Wonka Llc,INV-AQMLRJ6,2025-02-14,12801.82,EXPRESS
C83948,Wayne Holdings,INV-AQNE3XA,2025-01-27,2684.81,GROUND
C11386,Vector Llc,INV-AQQGVUQ,2024-02-03,1112.92,GROUND
C25055,Stark Partners,INV-AQT2I87,2024-02-21,3361.97,GROUND
C87356,Zenith Logistics,INV-AQW7663,2025-12-25,6158.47,EXPRESS
C77726,Nimbus Holdings,INV-AQXDHDC,2024-05-28,48540.33,FREIGHT
C63096,Initech Freight,INV-AQYNYQC,2024-08-18,1409.34,GROUND
C51553,Hooli Logistics,INV-AQZBGS0,2025-03-31,4145.97,2DAY
C56067,Hooli Logistics,INV-AQZXH5G,2024-02-20,30615.03,FREIGHT
C98399,Wayne Group,INV-AR0V2CK,2024-07-20,1704.96,GROUND
C63096,Initech Freight,INV-AR5SSFU,2024-04-15,47603.03,FREIGHT
C17172,Apex Freight,INV-AR6Q484,2024-08-21,2685.97,2DAY
C77726,Nimbus Holdings,INV-AR8JBTX,2024-06-09,4425.67,GROUND
C49018,Green Freight,INV-ARGCSS3,2025-05-21,11582.58,EXPRESS
C56067,Hooli Logistics,INV-ARIJNM3,2025-08-06,1600.32,GROUND
C56067,Hooli Logistics,INV-ARJXKZS,2025-10-21,18322.6,EXPRESS
C17754,Vector Co,INV-ARLRH9J,2024-02-24,8999.18,2DAY
C35443,Nimbus Group,INV-ARO6842,2024-04-04,2876.05,2DAY
C77577,Zenith Holdings,INV-ARQDX4F,2024-07-28,3578.81,GROUND
C11386,Vector Llc,INV-ARUUUH8,2025-02-22,18955.05,EXPRESS
C47375,Vertex Partners,INV-ARVRX4Y,2025-04-26,16286.27,FREIGHT
C11386,Vector Llc,INV-ARZU321,2024-06-02,2272.52,2DAY
C10456,Blue Partners,INV-AS1R2G2,2024-05-20,1601.87,GROUND
C20405,Initech Supply,INV-AS3E1L0,2024-04-08,3464.46,GROUND
C98399,Wayne Group,INV-AS5NZIF,2025-05-04,5204.28,GROUND
C77726,Nimbus Holdings,INV-AS6MRNR,2025-09-09,3252.28,GROUND
C86029,Acme Industries,INV-ASAL1TW,2025-04-19,4858.04,2DAY
C97785,Massive Supply,INV-ASD3CSJ,2025-05-09,4819.08,GROUND
C14175,Wayne Group,INV-ASFG7CS,2025-11-06,4136.96,GROUND
C57382,Vector Logistics,INV-ASK9WOW,2025-07-17,8603.66,EXPRESS
C24911,Quantum Freight,INV-ASN3K0F,2025-03-27,3357.53,GROUND
C98672,Stark Freight,INV-ASOB04I,2024-03-30,2642.46,GROUND
C11386,Vector Llc,INV-ASSUR4R,2025-03-02,7483.6,EXPRESS
C83948,Wayne Holdings,INV-ASW0TE6,2024-10-14,11342.8,EXPRESS
C87356,Zenith Logistics,INV-AT06MWD,2025-12-09,6913.57,EXPRESS
C60889,Wonka Llc,INV-ATIVLNO,2024-10-19,9211.19,EXPRESS
C92842,Tyrell Industries,INV-ATJTZ1M,2025-09-22,15926.74,EXPRESS
C87356,Zenith Logistics,INV-ATKH93K,2025-12-24,7029.31,EXPRESS
C97785,Massive Supply,INV-ATND3O5,2025-12-25,2104.47,GROUND
C80551,Vertex Partners,INV-AU3H438,2024-01-16,33765.32,FREIGHT
C81739,Massive Partners,INV-AU6GM9R,2024-02-18,15733.42,FREIGHT
C11386,Vector Llc,INV-AU7NT7N,2024-11-06,8899.52,EXPRESS
C14637,Hooli Supply,INV-AU8P7D5,2024-12-12,38653.92,FREIGHT
C15499,Zenith Holdings,INV-AU8R7GJ,2024-03-18,20407.66,EXPRESS
C11386,Vector Llc,INV-AUA5KID,2024-10-02,18041.88,EXPRESS
C86178,Massive Co,INV-AUJE6RK,2025-06-05,3984.56,GROUND
C08929,Nimbus Industries,INV-AUUW5Z4,2025-11-07,2844.29,GROUND
C16655,Hooli Co,INV-AUZM6OA,2024-08-18,6282.48,EXPRESS
C87356,Zenith Logistics,INV-AVD2KOE,2024-03-30,4135.44,GROUND
C86029,Acme Industries,INV-AVGITBE,2025-10-01,5933.29,EXPRESS
C29210,Massive Group,INV-AVI9Z7C,2024-08-26,17160.94,EXPRESS
C92842,Tyrell Industries,INV-AVUULG4,2024-11-19,2313.0,GROUND
C82971,Massive Co,INV-AW0AWMV,2024-03-26,2055.47,GROUND
C64279,Green Logistics,INV-AW0X0UA,2025-05-30,4814.38,GROUND
C83350,Stark Group,INV-AW1O2HF,2024-10-03,5291.69,GROUND
C77577,Zenith Holdings,INV-AW4KU9A,2024-08-20,19910.65,EXPRESS
C11386,Vector Llc,INV-AW760SY,2025-06-14,8301.35,2DAY
C57382,Vector Logistics,INV-AW9V4WE,2025-08-21,4847.51,2DAY
C33266,Hooli Enterprises,INV-AWGBRMW,2025-07-04,4700.76,2DAY
C82971,Massive Co,INV-AWHJNX1,2025-02-22,12642.89,EXPRESS
C02145,Zenith Supply,INV-AWIHVA1,2024-02-25,1935.34,GROUND
C82971,Massive Co,INV-AWP43NT,2025-02-06,18027.31,EXPRESS
C94736,Red Logistics,INV-AWTW8GQ,2025-06-28,4765.36,GROUND
C98399,Wayne Group,INV-AWY8WH9,2025-06-03,3248.82,GROUND
C94736,Red Logistics,INV-AX46HFE,2025-04-06,5035.48,GROUND
C29210,Massive Group,INV-AX87JV0,2024-09-18,12147.51,EXPRESS
C80551,Vertex Partners,INV-AXPDS5W,2025-09-21,8551.14,EXPRESS
C14637,Hooli Supply,INV-AXQD9HJ,2025-06-20,1581.4,GROUND
C03366,Umbrella Industries,INV-AXR06IL,2024-11-18,3524.6,GROUND
C73720,Massive Llc,INV-AXTXAUY,2025-06-27,49046.21,FREIGHT
C78191,Quantum Enterprises,INV-AXVAV8L,2024-04-16,11012.32,EXPRESS
C99892,Wayne Freight,INV-AXVOFNH,2024-03-15,4447.07,GROUND
C14637,Hooli Supply,INV-AXXF2ST,2025-11-10,7111.29,EXPRESS
C81739,Massive Partners,INV-AXZTTL2,2025-12-20,4794.58,GROUND
C98672,Stark Freight,INV-AY2GDBE,2024-05-01,4839.99,GROUND
C56067,Hooli Logistics,INV-AY3N38R,2025-03-16,5018.06,GROUND
C16655,Hooli Co,INV-AYCOWHG,2025-04-24,2870.28,GROUND
C81739,Massive Partners,INV-AYHTFT3,2025-02-25,2337.1,GROUND
C35443,Nimbus Group,INV-AYMT12W,2024-05-15,1955.52,GROUND
C02145,Zenith Supply,INV-AYMXTMU,2024-10-17,14929.38,EXPRESS
C20405,Initech Supply,INV-AYNWTO5,2024-01-03,2505.76,GROUND
C87356,Zenith Logistics,INV-AYT40FT,2025-04-27,3497.01,GROUND
C91097,Tyrell Freight,INV-AYW14IV,2025-07-23,1817.48,GROUND
C64279,Green Logistics,INV-AZ2BYK4,2025-08-25,3994.46,GROUND
C21531,Green Llc,INV-AZ412XG,2025-09-03,5032.01,2DAY
C60889,Wonka Llc,INV-AZC7DKG,2024-04-19,3274.39,GROUND
C73720,Massive Llc,INV-AZH0N85,2025-04-25,2273.91,GROUND
C93089,Blue Supply,INV-AZJUNQ4,2025-06-14,12905.63,EXPRESS
C64279,Green Logistics,INV-AZKZ6RL,2024-05-02,4092.7,GROUND
C92842,Tyrell Industries,INV-AZOJQ73,2025-01-10,4164.09,GROUND
C92842,Tyrell Industries,INV-B08W1QL,2024-06-23,1771.55,GROUND
C94929,Green Co,INV-B09TO0P,2025-03-04,14699.97,EXPRESS
C49018,Green Freight,INV-B0BKXJU,2024-11-01,5264.96,2DAY
C14637,Hooli Supply,INV-B0DLRPA,2025-11-07,14699.13,EXPRESS
C98672,Stark Freight,INV-B0DMT5C,2024-09-26,4076.97,GROUND
C99892,Wayne Freight,INV-B0FU2G0,2024-10-23,1736.08,GROUND
C47375,Vertex Partners,INV-B0JZ1R3,2024-12-15,9029.44,2DAY
C77577,Zenith Holdings,INV-B0LE8ST,2024-11-12,3109.72,GROUND
C84879,Umbrella Partners,INV-B0ME2HL,2025-11-29,14995.41,EXPRESS
C94929,Green Co,INV-B0QXZ93,2025-01-06,4672.44,GROUND
C77577,Zenith Holdings,INV-B0U8S8D,2024-02-17,30757.87,FREIGHT
C20405,Initech Supply,INV-B0WLW74,2025-02-05,2937.97,2DAY
C22659,Tyrell Partners,INV-B1609XE,2024-01-27,18163.05,EXPRESS
C70464,Hooli Supply,INV-B1CXMOG,2025-04-26,3443.08,GROUND
C10456,Blue Partners,INV-B1M1069,2025-04-20,4754.56,2DAY
C28306,Tyrell Llc,INV-B1N0EUW,2025-04-05,5203.98,GROUND
C51553,Hooli Logistics,INV-B1Q6CSD,2024-06-24,3071.5,GROUND
C83350,Stark Group,INV-B1QE8FS,2025-10-17,4259.87,GROUND
C15499,Zenith Holdings,INV-B1QUE7Z,2025-01-07,1728.25,GROUND
C33266,Hooli Enterprises,INV-B1XVTXC,2025-08-28,3706.68,2DAY
C20405,Initech Supply,INV-B21GJI0,2025-07-28,12304.7,FREIGHT
C21531,Green Llc,INV-B257DA0,2024-09-09,6649.49,2DAY
C51553,Hooli Logistics,INV-B25E1F8,2025-07-31,3683.93,GROUND
C24911,Quantum Freight,INV-B26PFKJ,2024-01-10,10253.28,EXPRESS
C49018,Green Freight,INV-B27XY7E,2024-10-19,3299.08,GROUND
C78191,Quantum Enterprises,INV-B2EUWXB,2024-06-17,4639.62,GROUND
C77726,Nimbus Holdings,INV-B2T7G5Q,2025-04-25,2477.25,GROUND
C92842,Tyrell Industries,INV-B32DZ3F,2025-01-15,1129.69,GROUND
C83350,Stark Group,INV-B385Q8J,2025-11-14,1308.79,GROUND
C77726,Nimbus Holdings,INV-B3D4URI,2024-05-31,2756.79,GROUND
C20405,Initech Supply,INV-B3LU6NB,2025-05-10,4999.85,GROUND
C35443,Nimbus Group,INV-B3MYJPV,2024-12-10,3604.44,GROUND
C15499,Zenith Holdings,INV-B3NBFNY,2025-05-07,2076.7,GROUND
C83350,Stark Group,INV-B3SA5TO,2024-02-29,3051.04,GROUND
C83350,Stark Group,INV-B3YUXTW,2024-05-24,1304.79,GROUND
C16180,Blue Enterprises,INV-B48RMRS,2024-07-23,19810.13,EXPRESS
C92842,Tyrell Industries,INV-B4LE4XO,2025-08-11,3114.39,GROUND
C97125,Blue Industries,INV-B4MSS3C,2025-06-27,5164.22,EXPRESS
C34523,Stark Enterprises,INV-B4PI09R,2025-05-30,18336.38,EXPRESS
C70464,Hooli Supply,INV-B4Q7QL3,2025-06-06,13298.66,EXPRESS
C97785,Massive Supply,INV-B4RLQXZ,2024-10-30,4199.42,GROUND
C35443,Nimbus Group,INV-B4SXEV5,2024-03-07,1756.74,GROUND
C64279,Green Logistics,INV-B4V17L3,2024-06-14,1172.27,GROUND
C24911,Quantum Freight,INV-B4X92YP,2025-04-23,2007.7,GROUND
C28306,Tyrell Llc,INV-B50PAOS,2025-01-10,7852.91,2DAY
C63250,Vertex Supply,INV-B50T3T4,2024-04-30,18068.35,FREIGHT
C87356,Zenith Logistics,INV-B527N7Z,2025-03-24,9638.01,2DAY
C72495,Umbrella Enterprises,INV-B53KOI3,2024-08-04,3232.35,GROUND
C77726,Nimbus Holdings,INV-B55PK51,2024-11-26,1015.84,GROUND
C22659,Tyrell Partners,INV-B55V06G,2024-01-19,3915.18,GROUND
C94736,Red Logistics,INV-B56IM1L,2024-03-06,2416.17,GROUND
C09581,Wonka Supply,INV-B5D49QE,2025-02-04,5374.9,2DAY
C11386,Vector Llc,INV-B5DBHVB,2025-04-04,2849.47,GROUND
C21531,Green Llc,INV-B5FQPMQ,2024-07-08,2018.72,GROUND
C63096,Initech Freight,INV-B5FXLQS,2024-07-23,4087.54,2DAY
C16655,Hooli Co,INV-B5JPR99,2025-07-20,4721.79,GROUND
C24911,Quantum Freight,INV-B5NQUF2,2025-07-05,3034.84,GROUND
C86029,Acme Industries,INV-B5U0HCP,2024-12-17,5056.28,GROUND
C83948,Wayne Holdings,INV-B62BHQQ,2025-05-04,8687.79,EXPRESS
C43677,Apex Group,INV-B63QCSE,2024-03-16,3778.73,GROUND
C83350,Stark Group,INV-B660RMM,2024-05-26,1540.2,GROUND
C02145,Zenith Supply,INV-B67VDIR,2024-07-22,4546.64,GROUND
C77726,Nimbus Holdings,INV-B6AKS7C,2024-10-17,12885.08,EXPRESS
C84879,Umbrella Partners,INV-B6FJZ1M,2024-11-01,1779.96,GROUND
C29210,Massive Group,INV-B6KP7QI,2024-05-26,9846.79,EXPRESS
C20405,Initech Supply,INV-B71CHH4,2025-09-13,17034.4,EXPRESS
C70464,Hooli Supply,INV-B777F4Q,2024-04-28,21250.06,EXPRESS
C99892,Wayne Freight,INV-B79KADP,2025-12-05,2442.43,GROUND
C11386,Vector Llc,INV-B7A9X00,2024-05-30,28791.11,FREIGHT
C17754,Vector Co,INV-B7EIASG,2024-04-05,19224.99,EXPRESS
C35443,Nimbus Group,INV-B7M83KH,2025-03-13,44961.73,FREIGHT
C28306,Tyrell Llc,INV-B7OTXEF,2024-01-22,1677.36,GROUND
C80551,Vertex Partners,INV-B7RBKMJ,2024-06-03,3156.55,GROUND
C73720,Massive Llc,INV-B7X7GM4,2024-03-25,3934.15,GROUND
C98672,Stark Freight,INV-B7Z5D5Q,2025-11-01,1222.31,GROUND
C77726,Nimbus Holdings,INV-B8CP2AD,2025-02-19,3121.26,GROUND
C80551,Vertex Partners,INV-B8IED4I,2024-09-16,4689.5,GROUND
C81739,Massive Partners,INV-B8KADTB,2024-05-19,4815.94,GROUND
C49018,Green Freight,INV-B8PAL25,2024-04-03,2328.45,GROUND
C94929,Green Co,INV-B8PE6CU,2024-12-29,2585.47,GROUND
C56067,Hooli Logistics,INV-B8R0SA4,2024-04-03,10281.36,2DAY
C82971,Massive Co,INV-B8RR8M0,2024-08-18,1271.05,GROUND
C92842,Tyrell Industries,INV-B8T2YON,2025-06-30,2124.41,GROUND
C25055,Stark Partners,INV-B8UD3U4,2024-03-04,31327.54,FREIGHT
C16180,Blue Enterprises,INV-B8UZ6T6,2025-07-02,6902.43,EXPRESS
C25055,Stark Partners,INV-B8WOFGL,2025-01-17,10620.83,2DAY
C20405,Initech Supply,INV-B8XHL1M,2025-01-02,2290.45,GROUND
C28306,Tyrell Llc,INV-B8YFRB3,2025-08-06,19860.2,EXPRESS
C11386,Vector Llc,INV-B91K6SG,2024-02-10,3230.31,GROUND
C78191,Quantum Enterprises,INV-B94FKOY,2024-09-06,2278.04,2DAY
C97785,Massive Supply,INV-B98PA6K,2025-12-21,4792.38,GROUND
C29210,Massive Group,INV-B991PBZ,2025-04-16,4254.83,GROUND
C98672,Stark Freight,INV-B99M8D2,2024-11-06,1689.37,GROUND
C17754,Vector Co,INV-B9BC0H4,2025-12-15,6893.8,2DAY
C25055,Stark Partners,INV-B9E2SSR,2024-01-14,12047.56,EXPRESS
C83350,Stark Group,INV-B9GSDTX,2024-01-31,16487.22,EXPRESS
C73720,Massive Llc,INV-B9M0GSH,2025-01-31,1547.67,GROUND
C78191,Quantum Enterprises,INV-B9O5RD1,2025-10-01,1877.02,GROUND
C08929,Nimbus Industries,INV-B9QFDXC,2025-02-08,6104.17,EXPRESS
C80551,Vertex Partners,INV-B9SJXVQ,2024-03-26,3750.52,GROUND
C08929,Nimbus Industries,INV-B9UQXBX,2025-12-30,4957.92,GROUND
C63250,Vertex Supply,INV-B9VZ66I,2025-05-03,3415.85,GROUND
C14175,Wayne Group,INV-B9XS9XG,2025-08-01,4829.34,GROUND
C63250,Vertex Supply,INV-B9Y3IOB,2024-09-23,7936.06,EXPRESS
C43677,Apex Group,INV-BA4QJJ7,2025-08-16,3914.64,GROUND
C17754,Vector Co,INV-BA9K481,2025-01-04,15449.47,EXPRESS
C93089,Blue Supply,INV-BAA011U,2024-10-07,11359.34,FREIGHT
C51553,Hooli Logistics,INV-BACRUL1,2024-06-21,3934.58,GROUND
C94736,Red Logistics,INV-BACY8LQ,2024-01-17,9913.1,2DAY
C03366,Umbrella Industries,INV-BAF0WGG,2025-04-06,8187.36,2DAY
C80551,Vertex Partners,INV-BAH97ZG,2025-12-07,24694.66,FREIGHT
C99808,Blue Co,INV-BAJVX05,2024-02-21,4146.81,GROUND
C99892,Wayne Freight,INV-BAPMI9Y,2024-12-27,6718.02,2DAY
C98672,Stark Freight,INV-BAPOEZP,2025-01-29,20560.4,EXPRESS
C10456,Blue Partners,INV-BARV8FV,2025-10-14,10978.3,EXPRESS
C56067,Hooli Logistics,INV-BAU9NAP,2025-04-04,9494.51,2DAY
C80551,Vertex Partners,INV-BAW8SOJ,2025-06-25,9831.14,EXPRESS
C49018,Green Freight,INV-BAX0SUJ,2024-10-20,7383.21,EXPRESS
C97785,Massive Supply,INV-BAX62AX,2025-01-06,2127.63,GROUND
C35443,Nimbus Group,INV-BAYLRLI,2024-07-20,16018.49,EXPRESS
C77577,Zenith Holdings,INV-BAZKXBH,2024-09-22,6611.52,2DAY
C10456,Blue Partners,INV-BB17R9D,2025-10-29,46338.74,FREIGHT
C83350,Stark Group,INV-BB1NGGP,2024-12-24,4302.39,GROUND
C97125,Blue Industries,INV-BBA33T4,2025-05-24,4504.28,GROUND
C14175,Wayne Group,INV-BBB9FH0,2024-02-21,5207.45,GROUND
C77726,Nimbus Holdings,INV-BBCUU6P,2024-02-29,3600.43,GROUND
C17754,Vector Co,INV-BBRGRZO,2024-09-11,24245.27,FREIGHT
C24911,Quantum Freight,INV-BBYGTHJ,2025-07-15,16777.46,EXPRESS
C14637,Hooli Supply,INV-BC6VX39,2025-07-17,3443.66,GROUND
C20405,Initech Supply,INV-BC7I4O5,2024-01-19,18671.99,EXPRESS
C09581,Wonka Supply,INV-BCFHKOG,2024-06-10,16287.45,EXPRESS
C16180,Blue Enterprises,INV-BCIJKN6,2025-02-06,18128.01,EXPRESS
C28306,Tyrell Llc,INV-BCKWH5X,2025-07-19,13128.76,EXPRESS
C87356,Zenith Logistics,INV-BCNP9J6,2025-04-07,3769.37,2DAY
C99892,Wayne Freight,INV-BCOCCYO,2025-04-19,10179.59,2DAY
C80551,Vertex Partners,INV-BCOPKIH,2024-12-30,22255.43,FREIGHT
C63250,Vertex Supply,INV-BCP2Y0L,2024-06-14,50508.49,FREIGHT
C63096,Initech Freight,INV-BCPX6SC,2025-07-06,3980.08,GROUND
C87356,Zenith Logistics,INV-BD3RJOK,2025-07-11,3890.01,GROUND
C11386,Vector Llc,INV-BD4B9K4,2024-08-20,2857.47,GROUND
C99808,Blue Co,INV-BD74D4U,2025-05-14,1868.35,GROUND
C20405,Initech Supply,INV-BD816YO,2025-12-10,39393.76,FREIGHT
C35443,Nimbus Group,INV-BDG6RQR,2025-06-23,17210.3,FREIGHT
C73720,Massive Llc,INV-BDHISZJ,2025-11-17,1931.74,GROUND
C14637,Hooli Supply,INV-BDHU0HP,2024-03-23,4310.16,GROUND
C47375,Vertex Partners,INV-BDI27EO,2025-05-05,19809.49,EXPRESS
C43677,Apex Group,INV-BDK63FD,2024-01-21,11525.19,EXPRESS
C51553,Hooli Logistics,INV-BDTBL7L,2025-09-28,2760.79,GROUND
C97125,Blue Industries,INV-BDUU1AM,2025-12-24,26779.48,FREIGHT
C51553,Hooli Logistics,INV-BE5YPOJ,2024-02-22,4628.58,2DAY
C97125,Blue Industries,INV-BE6PQ6B,2024-08-24,10450.99,EXPRESS
C10456,Blue Partners,INV-BEA5IM1,2024-04-03,2801.78,GROUND
C83948,Wayne Holdings,INV-BEAEJE6,2025-10-03,2985.12,GROUND
C84879,Umbrella Partners,INV-BEB06VA,2024-05-27,7469.89,2DAY
C80551,Vertex Partners,INV-BEB3MVN,2025-07-25,4904.28,GROUND
C77726,Nimbus Holdings,INV-BEC8N48,2025-06-17,39259.34,FREIGHT
C86178,Massive Co,INV-BECE2LT,2024-06-13,15342.18,EXPRESS
C20405,Initech Supply,INV-BECL82R,2024-02-19,9791.86,EXPRESS
C21531,Green Llc,INV-BEDHMFB,2024-03-01,9293.06,2DAY
C64279,Green Logistics,INV-BEDYV6Y,2025-06-26,3007.4,GROUND
C78191,Quantum Enterprises,INV-BEJPYGL,2025-07-17,2994.18,GROUND
C60889,Wonka Llc,INV-BEUSNG0,2024-09-10,18284.89,FREIGHT
C77726,Nimbus Holdings,INV-BEVM2PV,2025-03-13,3796.18,GROUND
C43677,Apex Group,INV-BEZQGGQ,2024-11-17,3115.83,GROUND
C98399,Wayne Group,INV-BF9WQ89,2024-07-31,1512.37,GROUND
C56067,Hooli Logistics,INV-BFD6NZO,2025-04-24,8154.34,EXPRESS
C99892,Wayne Freight,INV-BFEB08L,2025-12-27,2397.29,GROUND
C25055,Stark Partners,INV-BFF8L53,2024-09-06,2762.44,GROUND
C98399,Wayne Group,INV-BFFQ1SY,2024-04-12,3363.57,GROUND
C92842,Tyrell Industries,INV-BFM3233,2024-04-13,4214.06,GROUND
C98399,Wayne Group,INV-BFPKYNW,2024-08-29,2207.56,GROUND
C15499,Zenith Holdings,INV-BFQRA1O,2024-07-16,20735.82,EXPRESS
C20405,Initech Supply,INV-BFRR95K,2025-01-11,2055.12,GROUND
C78191,Quantum Enterprises,INV-BG48GC4,2024-08-11,3139.23,GROUND
C17754,Vector Co,INV-BGAJW6K,2025-06-01,3538.93,GROUND
C14637,Hooli Supply,INV-BGJ1SDH,2025-11-12,3931.47,GROUND
C77577,Zenith Holdings,INV-BGKWTC4,2025-01-24,5021.17,GROUND
C99892,Wayne Freight,INV-BGNJUHB,2025-06-22,14830.95,FREIGHT
C82971,Massive Co,INV-BGZU5ZV,2024-05-25,2355.93,2DAY
C84879,Umbrella Partners,INV-BH4NWMK,2024-07-14,1450.58,GROUND
C56067,Hooli Logistics,INV-BH6CG6A,2025-07-28,5136.1,GROUND
C80551,Vertex Partners,INV-BH8TV6O,2025-01-26,5277.6,GROUND
C24911,Quantum Freight,INV-BHCZDRK,2024-10-12,6269.2,EXPRESS
C70464,Hooli Supply,INV-BHHZVTS,2025-12-05,1099.43,GROUND
C98399,Wayne Group,INV-BHN9J2N,2025-11-02,1359.91,GROUND
C20405,Initech Supply,INV-BHWBZUS,2024-05-19,9832.77,EXPRESS
C11386,Vector Llc,INV-BI1BSP4,2025-11-11,2335.15,2DAY
C94929,Green Co,INV-BI2UEHM,2025-08-17,15083.92,EXPRESS
C35443,Nimbus Group,INV-BIEB4RF,2024-08-13,1295.7,GROUND
C16180,Blue Enterprises,INV-BIG3L00,2025-01-18,3719.48,GROUND
C11386,Vector Llc,INV-BILRDVB,2024-02-27,3637.18,GROUND
C49018,Green Freight,INV-BIM6AJG,2025-12-24,2266.71,GROUND
C80551,Vertex Partners,INV-BJ0D7P6,2024-10-24,1120.81,GROUND
C17172,Apex Freight,INV-BJ8H6N5,2025-04-09,3666.11,2DAY
C82971,Massive Co,INV-BJ9EUFB,2024-06-01,3575.92,2DAY
C97785,Massive Supply,INV-BJDPKKO,2025-06-22,3151.03,2DAY
C29210,Massive Group,INV-BJEF7KW,2025-05-14,3545.82,GROUND
C97785,Massive Supply,INV-BJESJ80,2025-04-14,3485.18,GROUND
C25055,Stark Partners,INV-BJH96IZ,2024-01-30,14171.64,EXPRESS
C86029,Acme Industries,INV-BJVKEGX,2025-09-20,18666.46,FREIGHT
C92842,Tyrell Industries,INV-BK0U1S6,2024-04-16,6465.23,2DAY
C08929,Nimbus Industries,INV-BK5IQ4S,2025-01-11,10137.49,EXPRESS
C63096,Initech Freight,INV-BK9HDZP,2024-03-23,3583.39,GROUND
C72495,Umbrella Enterprises,INV-BKD2IWG,2025-02-22,3100.01,GROUND
C70464,Hooli Supply,INV-BKIW8IB,2025-05-04,4579.79,GROUND
C70464,Hooli Supply,INV-BKL3WDW,2024-11-15,17009.62,EXPRESS
C60889,Wonka Llc,INV-BKLHCLR,2024-08-05,4691.34,GROUND
C08929,Nimbus Industries,INV-BKO89XB,2024-06-14,4291.55,GROUND
C16655,Hooli Co,INV-BKS8UMK,2024-12-06,2166.3,GROUND
C97785,Massive Supply,INV-BKWJNMQ,2025-09-30,20208.37,EXPRESS
C86029,Acme Industries,INV-BKYSQFM,2025-05-09,4474.8,2DAY
C10456,Blue Partners,INV-BL35KH4,2025-11-14,38370.16,FREIGHT
C35443,Nimbus Group,INV-BL438P0,2025-01-02,1139.28,GROUND
C64279,Green Logistics,INV-BL55XWK,2025-04-29,2854.88,GROUND
C97125,Blue Industries,INV-BL9F9DC,2025-10-16,2134.35,GROUND
C16180,Blue Enterprises,INV-BLO8CTE,2025-06-08,7141.05,2DAY
C14175,Wayne Group,INV-BLQ2VC5,2025-12-04,19332.86,EXPRESS
C17754,Vector Co,INV-BLRV6LH,2025-06-27,4730.54,GROUND
C08929,Nimbus Industries,INV-BLU50TA,2024-11-08,23087.22,FREIGHT
C93089,Blue Supply,INV-BLU6IRY,2024-12-24,27070.93,FREIGHT
C03366,Umbrella Industries,INV-BM2FIU4,2025-12-04,12769.97,EXPRESS
C14175,Wayne Group,INV-BM9BGZV,2025-05-15,6369.05,2DAY
C03366,Umbrella Industries,INV-BMB0GKW,2024-07-25,38450.65,FREIGHT
C82971,Massive Co,INV-BMB9AA8,2025-05-02,9298.83,EXPRESS
C03366,Umbrella Industries,INV-BMBXA2K,2024-02-25,3860.79,GROUND
C77577,Zenith Holdings,INV-BML8630,2025-03-20,13847.57,EXPRESS
C97785,Massive Supply,INV-BMQ5PBB,2024-05-05,6532.54,2DAY
C80551,Vertex Partners,INV-BMTWDQW,2024-09-01,4453.33,GROUND
C10456,Blue Partners,INV-BMV1JNR,2025-01-30,2424.31,GROUND
C97125,Blue Industries,INV-BN268AH,2024-03-20,15997.6,EXPRESS
C97125,Blue Industries,INV-BN6UR2J,2024-02-20,10422.05,EXPRESS
C83948,Wayne Holdings,INV-BNB11E4,2024-01-24,2599.31,GROUND
C24911,Quantum Freight,INV-BNCS4OW,2024-08-08,7828.94,2DAY
C94736,Red Logistics,INV-BNJFK0Q,2024-05-13,16600.63,EXPRESS
C84879,Umbrella Partners,INV-BNN443V,2025-03-26,5010.37,GROUND
C92842,Tyrell Industries,INV-BNNJTXZ,2025-10-31,3527.63,2DAY
C94736,Red Logistics,INV-BNQ8GC2,2025-12-29,2171.36,GROUND
C82971,Massive Co,INV-BNSSKHY,2024-10-17,1228.17,GROUND
C80551,Vertex Partners,INV-BO0YFI1,2024-03-09,5063.42,GROUND
