client_id,client_name,year_month,total,mom_delta,mom_growth_pct
C21531,Green Llc,2024-11,80674.8,5554.419999999998,7.394025429583828
C21531,Green Llc,2024-12,72573.95,-8100.850000000006,-10.041363598050456
C21531,Green Llc,2025-01,35105.99,-37467.96,-51.62728499688938
C21531,Green Llc,2025-02,42789.8,7683.810000000005,21.88746137055244
C21531,Green Llc,2025-03,137898.55,95108.74999999999,222.26967641821176
C21531,Green Llc,2025-04,73601.1,-64297.44999999998,-46.62663240476422
C21531,Green Llc,2025-05,86693.91,13092.809999999998,17.78887815535366
C21531,Green Llc,2025-06,175962.24,89268.32999999999,102.96955114840243
C21531,Green Llc,2025-07,51998.899999999994,-123963.34,-70.44883038542815
C21531,Green Llc,2025-08,125075.73,73076.83,140.53533824753987
C21531,Green Llc,2025-09,38761.45,-86314.28,-69.00961521471831
C21531,Green Llc,2025-10,30233.51,-8527.939999999999,-22.001086130678804
C21531,Green Llc,2025-11,75639.09,45405.58,150.18295923959872
C21531,Green Llc,2025-12,23172.4,-52466.689999999995,-69.36451773811663
C22659,Tyrell Partners,2024-01,55276.94,,
C22659,Tyrell Partners,2024-02,116729.67,61452.729999999996,111.17245274430894
C22659,Tyrell Partners,2024-03,69906.06,-46823.61,-40.11286076624735
C22659,Tyrell Partners,2024-04,36725.45,-33180.61,-47.46456888000841
C22659,Tyrell Partners,2024-05,46769.29,10043.840000000004,27.34844637710363
C22659,Tyrell Partners,2024-06,17377.760000000002,-29391.53,-62.843652319716625
C22659,Tyrell Partners,2024-07,110821.3,93443.54000000001,537.7191306589572
C22659,Tyrell Partners,2024-08,19409.17,-91412.13,-82.48606540439428
C22659,Tyrell Partners,2024-09,11890.77,-7518.399999999998,-38.73632927116408
C22659,Tyrell Partners,2024-10,93933.85,82043.08,689.9728108440413
C22659,Tyrell Partners,2024-11,78202.97,-15730.880000000005,-16.74676381304504
C22659,Tyrell Partners,2024-12,85244.01,7041.039999999994,9.003545517516788
C22659,Tyrell Partners,2025-01,41386.49,-43857.52,-51.44938629705478
C22659,Tyrell Partners,2025-02,26112.36,-15274.129999999997,-36.90607732136743
C22659,Tyrell Partners,2025-03,64165.72,38053.36,145.72930213891047
C22659,Tyrell Partners,2025-04,30611.78,-33553.94,-52.29262603146976
C22659,Tyrell Partners,2025-05,174375.52000000002,143763.74000000002,469.6353495288416
C22659,Tyrell Partners,2025-06,50470.19,-123905.33000000002,-71.05660817527598
C22659,Tyrell Partners,2025-07,107331.56999999999,56861.37999999999,112.66329688871784
C22659,Tyrell Partners,2025-08,105667.47,-1664.0999999999913,-1.5504291980448892
C22659,Tyrell Partners,2025-09,18686.26,-86981.21,-82.31597671449879
C22659,Tyrell Partners,2025-10,87121.57,68435.31000000001,366.2333179566163
C22659,Tyrell Partners,2025-11,69699.8,-17421.770000000004,-19.997079942429874
C22659,Tyrell Partners,2025-12,47118.94,-22580.86,-32.39730960490561
C24911,Quantum Freight,2024-01,63431.19,,
C24911,Quantum Freight,2024-02,33589.74,-29841.450000000004,-47.04538886941898
C24911,Quantum Freight,2024-03,56236.65,22646.910000000003,67.42210567869833
C24911,Quantum Freight,2024-04,57451.04,1214.3899999999994,2.159428059815083
C24911,Quantum Freight,2024-05,47825.700000000004,-9625.339999999997,-16.753987395180303
C24911,Quantum Freight,2024-06,142837.84,95012.13999999998,198.66335463986934
C24911,Quantum Freight,2024-07,47528.02,-95309.82,-66.7258900022571
C24911,Quantum Freight,2024-08,33327.42,-14200.599999999999,-29.878374903898795
C24911,Quantum Freight,2024-09,27923.32,-5404.0999999999985,-16.21517657232393
C24911,Quantum Freight,2024-10,87584.45999999999,59661.13999999999,213.6606248827145
C24911,Quantum Freight,2024-11,70499.67,-17084.789999999994,-19.5066453569503
C24911,Quantum Freight,2024-12,80136.91,9637.240000000005,13.669907958434413
C24911,Quantum Freight,2025-01,61799.899999999994,-18337.01000000001,-22.88210264159176
C24911,Quantum Freight,2025-02,69909.53,8109.630000000005,13.122399874433466
C24911,Quantum Freight,2025-03,127481.59,57572.06,82.3522343806345
C24911,Quantum Freight,2025-04,60122.479999999996,-67359.11,-52.838303946475726
C24911,Quantum Freight,2025-05,32513.98,-27608.499999999996,-45.9204277667854
C24911,Quantum Freight,2025-06,71735.87999999999,39221.899999999994,120.63087939403295
C24911,Quantum Freight,2025-07,144041.38,72305.50000000001,100.79405173533806
C24911,Quantum Freight,2025-08,62575.880000000005,-81465.5,-56.557011603193466
C24911,Quantum Freight,2025-09,141946.37,79370.48999999999,126.83879155994289
C24911,Quantum Freight,2025-10,38893.8,-103052.56999999999,-72.59965154445302
C24911,Quantum Freight,2025-11,38971.93,78.12999999999738,0.20088034596772442
C24911,Quantum Freight,2025-12,71158.06,32186.129999999997,82.58798063118762
C25055,Stark Partners,2024-01,113134.04999999999,,
C25055,Stark Partners,2024-02,50638.78,-62495.26999999999,-55.24001836759136
C25055,Stark Partners,2024-03,139413.2,88774.42000000001,175.3091602917764
C25055,Stark Partners,2024-04,15237.080000000002,-124176.12000000001,-89.0705614676372
C25055,Stark Partners,2024-05,238392.13,223155.05,1464.5525914414045
C25055,Stark Partners,2024-06,95912.85999999999,-142479.27000000002,-59.76676746837239
C25055,Stark Partners,2024-07,188878.08000000002,92965.22000000003,96.92675205389563
C25055,Stark Partners,2024-08,43402.0,-145476.08000000002,-77.02115565766022
C25055,Stark Partners,2024-09,71643.86,28241.86,65.0704115017741
C25055,Stark Partners,2024-10,39522.61,-32121.25,-44.83461667196603
C25055,Stark Partners,2024-11,38632.09,-890.5200000000041,-2.2531912745641147
C25055,Stark Partners,2024-12,133689.55,95057.45999999999,246.0582898828409
C25055,Stark Partners,2025-01,65088.97,-68600.57999999999,-51.31334498470523
C25055,Stark Partners,2025-02,50491.759999999995,-14597.210000000006,-22.426549383098248
C25055,Stark Partners,2025-03,140619.51,90127.75000000001,178.49991761031902
C25055,Stark Partners,2025-04,147003.77,6384.25999999998,4.540095467549254
C25055,Stark Partners,2025-05,26637.64,-120366.12999999999,-81.87962118250437
C25055,Stark Partners,2025-06,64048.899999999994,37411.259999999995,140.4450994907957
C25055,Stark Partners,2025-07,90945.54,26896.64,41.99391402506522
C25055,Stark Partners,2025-08,76850.02,-14095.51999999999,-15.498857887918405
C25055,Stark Partners,2025-09,20352.99,-56497.03,-73.51596004789589
C25055,Stark Partners,2025-10,102324.76999999999,81971.77999999998,402.7505540954915
C25055,Stark Partners,2025-11,102983.52,658.7500000000146,0.6437835140015613
C25055,Stark Partners,2025-12,189025.85,86042.33,83.54961065615159
C28306,Tyrell Llc,2024-01,68979.43,,
C28306,Tyrell Llc,2024-02,40609.17,-28370.259999999995,-41.12857992592864
C28306,Tyrell Llc,2024-03,18115.48,-22493.69,-55.39066668932164
C28306,Tyrell Llc,2024-04,61434.56999999999,43319.09,239.1274755071353
C28306,Tyrell Llc,2024-05,54567.729999999996,-6866.8399999999965,-11.177485249754326
C28306,Tyrell Llc,2024-06,56397.74,1830.010000000002,3.353648759074268
C28306,Tyrell Llc,2024-07,79041.81,22644.07,40.15066915801946
C28306,Tyrell Llc,2024-08,114305.55,35263.740000000005,44.614034015668416
C28306,Tyrell Llc,2024-09,63478.270000000004,-50827.28,-44.4661523434339
C28306,Tyrell Llc,2024-10,73466.29,9988.01999999999,15.734549791605845
C28306,Tyrell Llc,2024-11,70489.14,-2977.149999999994,-4.052402809506228
C28306,Tyrell Llc,2024-12,133434.38,62945.240000000005,89.29778402744026
C28306,Tyrell Llc,2025-01,57110.81,-76323.57,-57.19932898852604
C28306,Tyrell Llc,2025-02,64889.450000000004,7778.640000000007,13.620258581518986
C28306,Tyrell Llc,2025-03,6958.389999999999,-57931.060000000005,-89.27654649561678
C28306,Tyrell Llc,2025-04,33809.55,26851.160000000003,385.88179162133775
C28306,Tyrell Llc,2025-05,140994.76,107185.21,317.02643188093305
C28306,Tyrell Llc,2025-06,44347.18,-96647.58000000002,-68.54693039656226
C28306,Tyrell Llc,2025-07,148401.05,104053.87,234.63469379563705
C28306,Tyrell Llc,2025-08,119434.04000000001,-28967.00999999998,-19.519410408484294
C28306,Tyrell Llc,2025-09,81923.69,-37510.350000000006,-31.406749700504143
C28306,Tyrell Llc,2025-10,50598.119999999995,-31325.570000000007,-38.237498823600355
C28306,Tyrell Llc,2025-11,82570.69,31972.570000000007,63.18924497590031
C28306,Tyrell Llc,2025-12,63763.09,-18807.600000000006,-22.777573979338193
C29210,Massive Group,2024-01,71634.22,,
C29210,Massive Group,2024-02,54095.22,-17539.0,-24.484108293494366
C29210,Massive Group,2024-03,71664.17,17568.949999999997,32.47782336406062
C29210,Massive Group,2024-04,83271.62000000001,11607.450000000012,16.19700611895738
C29210,Massive Group,2024-05,145660.02,62388.39999999998,74.92156391337166
C29210,Massive Group,2024-06,80542.26999999999,-65117.75,-44.70530074072487
C29210,Massive Group,2024-07,36834.12,-43708.14999999999,-54.26734309822655
C29210,Massive Group,2024-08,99508.72,62674.6,170.15365101704614
C29210,Massive Group,2024-09,86582.79000000001,-12925.929999999993,-12.989746024268012
C29210,Massive Group,2024-10,80751.86,-5830.930000000008,-6.734513868171732
C29210,Massive Group,2024-11,88933.99,8182.130000000005,10.13243533956989
C29210,Massive Group,2024-12,5089.76,-83844.23000000001,-94.27692381731664
C29210,Massive Group,2025-01,92549.63,87459.87000000001,1718.3495881927633
C29210,Massive Group,2025-02,31445.35,-61104.280000000006,-66.02325692712117
C29210,Massive Group,2025-03,121751.49,90306.14000000001,287.1844008732611
C29210,Massive Group,2025-04,41187.71,-80563.78,-66.17067273673611
C29210,Massive Group,2025-05,115842.45,74654.73999999999,181.25489375350074
C29210,Massive Group,2025-06,38553.24,-77289.20999999999,-66.71924670101504
C29210,Massive Group,2025-07,115393.01,76839.76999999999,199.30820340910387
C29210,Massive Group,2025-08,113565.76,-1827.25,-1.5835014616569887
C29210,Massive Group,2025-09,123741.65000000001,10175.890000000014,8.960350373211101
C29210,Massive Group,2025-10,73260.31,-50481.34000000001,-40.79575470344869
C29210,Massive Group,2025-11,42301.48,-30958.829999999994,-42.25866639111955
C29210,Massive Group,2025-12,91971.7,49670.219999999994,117.41957964591307
C33266,Hooli Enterprises,2024-01,105205.51,,
C33266,Hooli Enterprises,2024-02,131016.64,25811.130000000005,24.534009673067516
C33266,Hooli Enterprises,2024-03,52535.8,-78480.84,-59.90142931462752
C33266,Hooli Enterprises,2024-04,34318.409999999996,-18217.390000000007,-34.676144648030494
C33266,Hooli Enterprises,2024-05,104775.73,70457.32,205.3047329407161
C33266,Hooli Enterprises,2024-06,38310.95,-66464.78,-63.43528219750891
C33266,Hooli Enterprises,2024-07,56150.8,17839.850000000006,46.565929584100644
C33266,Hooli Enterprises,2024-08,33224.22,-22926.58,-40.83037107218419
C33266,Hooli Enterprises,2024-09,126622.68,93398.45999999999,281.1155837518533
C33266,Hooli Enterprises,2024-10,70263.54999999999,-56359.130000000005,-44.50950651178762
C33266,Hooli Enterprises,2024-11,20382.38,-49881.169999999984,-70.99153117085602
C33266,Hooli Enterprises,2024-12,86504.08,66121.7,324.40617827751225
C33266,Hooli Enterprises,2025-01,116829.22,30325.14,35.05631179477315
C33266,Hooli Enterprises,2025-02,157194.11,40364.889999999985,34.55033766381388
C33266,Hooli Enterprises,2025-03,63241.92,-93952.18999999999,-59.76826358188612
C33266,Hooli Enterprises,2025-04,44060.35,-19181.57,-30.330467512687786
C33266,Hooli Enterprises,2025-05,31382.41,-12677.939999999999,-28.774033796826394
C33266,Hooli Enterprises,2025-06,59814.740000000005,28432.330000000005,90.59957472992038
C33266,Hooli Enterprises,2025-07,130808.96,70994.22,118.69017569916713
C33266,Hooli Enterprises,2025-08,65550.54,-65258.42000000001,-49.888340982146794
C33266,Hooli Enterprises,2025-09,75373.99,9823.450000000012,14.986070290191368
C33266,Hooli Enterprises,2025-10,74190.75,-1183.2400000000052,-1.5698253469134449
C33266,Hooli Enterprises,2025-11,81273.02,7082.270000000004,9.546028312154831
C33266,Hooli Enterprises,2025-12,8340.64,-72932.38,-89.73750452487185
C34523,Stark Enterprises,2024-01,99874.66,,
C34523,Stark Enterprises,2024-02,24419.77,-75454.89,-75.54958384839559
C34523,Stark Enterprises,2024-03,42615.88,18196.109999999997,74.51384677251258
C34523,Stark Enterprises,2024-04,18662.54,-23953.339999999997,-56.207545168608505
C34523,Stark Enterprises,2024-05,39640.66,20978.120000000003,112.40763583092121
C34523,Stark Enterprises,2024-06,44189.03,4548.369999999995,11.474001694220014
C34523,Stark Enterprises,2024-07,179303.83000000002,135114.80000000002,305.76548070867364
C34523,Stark Enterprises,2024-08,20208.67,-159095.16000000003,-88.72937070000123
C34523,Stark Enterprises,2024-09,46073.31,25864.64,127.98783888301406
C34523,Stark Enterprises,2024-10,43056.93,-3016.3799999999974,-6.546914037649987
C34523,Stark Enterprises,2024-11,25989.82,-17067.11,-39.638473992456035
C34523,Stark Enterprises,2024-12,111139.4,85149.57999999999,327.62666305499613
C34523,Stark Enterprises,2025-01,75044.31999999999,-36095.08,-32.47730327858528
C34523,Stark Enterprises,2025-02,39802.23,-35242.08999999999,-46.96170209817344
C34523,Stark Enterprises,2025-03,8338.37,-31463.86,-79.05049541194049
C34523,Stark Enterprises,2025-04,54908.490000000005,46570.12,558.503880254774
C34523,Stark Enterprises,2025-05,74105.13,19196.64,34.961150816567695
C34523,Stark Enterprises,2025-06,178586.81,104481.68,140.99115675257568
C34523,Stark Enterprises,2025-07,57922.99,-120663.82,-67.56591934197156
C34523,Stark Enterprises,2025-08,56426.17,-1496.8199999999997,-2.5841552723711247
C34523,Stark Enterprises,2025-09,27013.25,-29412.92,-52.12638036570619
C34523,Stark Enterprises,2025-10,65518.55,38505.3,142.5422709226028
C34523,Stark Enterprises,2025-11,84469.38,18950.83,28.924373326332777
C34523,Stark Enterprises,2025-12,7902.08,-76567.3,-90.64503610657495
C35443,Nimbus Group,2024-01,145936.41,,
C35443,Nimbus Group,2024-02,70588.27,-75348.14,-51.63080275854395
C35443,Nimbus Group,2024-03,32465.56,-38122.71000000001,-54.00714594648658
C35443,Nimbus Group,2024-04,36348.44,3882.880000000001,11.959996993737377
C35443,Nimbus Group,2024-05,47568.310000000005,11219.870000000003,30.86754204582096
C35443,Nimbus Group,2024-06,46264.62,-1303.6900000000023,-2.740669155578579
C35443,Nimbus Group,2024-07,106193.01,59928.38999999999,129.53395056524832
C35443,Nimbus Group,2024-08,60963.7,-45229.31,-42.59160748904283
C35443,Nimbus Group,2024-09,28293.36,-32670.339999999997,-53.58982476457301
C35443,Nimbus Group,2024-10,45122.38,16829.019999999997,59.48045760560075
C35443,Nimbus Group,2024-11,121119.56999999999,75997.19,168.42460437592166
C35443,Nimbus Group,2024-12,43233.020000000004,-77886.54999999999,-64.30550405685884
C35443,Nimbus Group,2025-01,47193.600000000006,3960.5800000000017,9.161007026573674
C35443,Nimbus Group,2025-02,20876.739999999998,-26316.860000000008,-55.763620490914036
C35443,Nimbus Group,2025-03,72638.32,51761.58000000001,247.93899813859835
C35443,Nimbus Group,2025-04,33737.38,-38900.94000000001,-53.55429475791842
C35443,Nimbus Group,2025-05,76004.81,42267.43,125.2836764443475
C35443,Nimbus Group,2025-06,82423.51999999999,6418.709999999992,8.445136564383215
C35443,Nimbus Group,2025-07,45426.37,-36997.14999999999,-44.88664157997619
C35443,Nimbus Group,2025-08,30399.52,-15026.850000000002,-33.07957470517675
C35443,Nimbus Group,2025-09,112296.32,81896.8,269.40162213087575
C35443,Nimbus Group,2025-10,17517.03,-94779.29000000001,-84.40106496811293
C35443,Nimbus Group,2025-11,38827.35,21310.32,121.6548695754931
C35443,Nimbus Group,2025-12,99232.83,60405.48,155.57456277598138
C43677,Apex Group,2024-01,72224.55,,
C43677,Apex Group,2024-02,119034.43000000001,46809.880000000005,64.81159107256467
C43677,Apex Group,2024-03,23422.87,-95611.56000000001,-80.32260918122597
C43677,Apex Group,2024-04,110761.9,87339.03,372.87928422093455
C43677,Apex Group,2024-05,44752.63,-66009.26999999999,-59.595646156304646
C43677,Apex Group,2024-06,32701.11,-12051.519999999997,-26.929188295749316
C43677,Apex Group,2024-07,30378.5,-2322.6100000000006,-7.102541779162852
C43677,Apex Group,2024-08,148635.31,118256.81,389.2779762002732
C43677,Apex Group,2024-09,122257.76,-26377.550000000003,-17.746489713648796
C43677,Apex Group,2024-10,53127.79,-69129.97,-56.54444347745289
C43677,Apex Group,2024-11,104541.4,51413.60999999999,96.7734776846543
C43677,Apex Group,2024-12,40651.479999999996,-63889.92,-61.11446756978576
C43677,Apex Group,2025-01,83938.77,43287.29000000001,106.48392137260441
C43677,Apex Group,2025-02,71861.08,-12077.690000000002,-14.388690708715412
C43677,Apex Group,2025-03,51793.63,-20067.450000000004,-27.925338722991643
C43677,Apex Group,2025-04,71828.97,20035.340000000004,38.68301951417579
C43677,Apex Group,2025-05,105497.25,33668.28,46.872842531363034
C43677,Apex Group,2025-06,71495.06,-34002.19,-32.23040411005974
C43677,Apex Group,2025-07,19033.57,-52461.49,-73.37778302444953
C43677,Apex Group,2025-08,99742.45000000001,80708.88,424.03437715573074
C43677,Apex Group,2025-09,57424.22,-42318.23000000001,-42.42750203148209
C43677,Apex Group,2025-10,69299.09,11874.869999999995,20.67920121509703
C43677,Apex Group,2025-11,45322.57,-23976.519999999997,-34.598607283299096
C43677,Apex Group,2025-12,113440.43,68117.85999999999,150.29566946446326
C47375,Vertex Partners,2024-01,71157.73,,
C47375,Vertex Partners,2024-02,133283.72,62125.990000000005,87.30743659192053
C47375,Vertex Partners,2024-03,79956.89,-53326.83,-40.010010224804645
C47375,Vertex Partners,2024-04,105387.44,25430.550000000003,31.805326595369078
C47375,Vertex Partners,2024-05,56494.28,-48893.16,-46.39372585575663
C47375,Vertex Partners,2024-06,183233.13999999998,126738.85999999999,224.3392782419742
C47375,Vertex Partners,2024-07,40649.700000000004,-142583.43999999997,-77.81531223009112
C47375,Vertex Partners,2024-08,110960.12,70310.41999999998,172.96663936019203
C47375,Vertex Partners,2024-09,21890.47,-89069.65,-80.2717679108494
C47375,Vertex Partners,2024-10,74356.34,52465.869999999995,239.67447935106003
C47375,Vertex Partners,2024-11,124505.48,50149.14,67.44433628658967
C47375,Vertex Partners,2024-12,66913.61,-57591.869999999995,-46.25649409166568
C47375,Vertex Partners,2025-01,41819.01,-25094.6,-37.50298332431922
C47375,Vertex Partners,2025-02,30526.350000000002,-11292.66,-27.00365216680165
C47375,Vertex Partners,2025-03,29487.010000000002,-1039.3400000000001,-3.404730667112188
C47375,Vertex Partners,2025-04,80317.68,50830.66999999999,172.38326300292903
C47375,Vertex Partners,2025-05,77536.44,-2781.2399999999907,-3.4627992242803662
C47375,Vertex Partners,2025-06,50744.83,-26791.61,-34.553572487981135
C47375,Vertex Partners,2025-07,48194.94,-2549.8899999999994,-5.024925691937487
C47375,Vertex Partners,2025-08,70803.74,22608.800000000003,46.911148763749885
C47375,Vertex Partners,2025-09,43254.08,-27549.660000000003,-38.90989374290116
C47375,Vertex Partners,2025-10,35977.340000000004,-7276.739999999998,-16.823245344716607
C47375,Vertex Partners,2025-11,69359.31,33381.969999999994,92.78609813843934
C47375,Vertex Partners,2025-12,98091.19,28731.880000000005,41.4246912202558
C49018,Green Freight,2024-01,59007.21,,
C49018,Green Freight,2024-02,98842.59,39835.38,67.50934334973641
C49018,Green Freight,2024-03,59325.12,-39517.469999999994,-39.98020488941052
C49018,Green Freight,2024-04,50628.86,-8696.260000000002,-14.658647129580181
C49018,Green Freight,2024-05,149628.61,98999.74999999999,195.5401523952939
C49018,Green Freight,2024-06,35589.17,-114039.43999999999,-76.21499658387523
C49018,Green Freight,2024-07,63402.45,27813.28,78.15096558868892
C49018,Green Freight,2024-08,62999.75,-402.6999999999971,-0.6351489571775226
C49018,Green Freight,2024-09,133130.93,70131.18,111.3197750784725
C49018,Green Freight,2024-10,123888.56,-9242.369999999995,-6.942316109411983
C49018,Green Freight,2024-11,33764.03,-90124.53,-72.74645051972514
C49018,Green Freight,2024-12,38611.61,4847.580000000002,14.357231645629987
C49018,Green Freight,2025-01,71845.81999999999,33234.20999999999,86.07310081087007
C49018,Green Freight,2025-02,85439.45,13593.630000000005,18.92055793920928
C49018,Green Freight,2025-03,94204.39,8764.940000000002,10.258656861672222
C49018,Green Freight,2025-04,37476.74,-56727.65,-60.217628923662694
C49018,Green Freight,2025-05,62836.37,25359.630000000005,67.66765198894036
C49018,Green Freight,2025-06,135059.8,72223.43,114.9388960565354
C49018,Green Freight,2025-07,61423.26,-73636.53999999998,-54.5214342091429
C49018,Green Freight,2025-08,2310.98,-59112.28,-96.23761421975975
C49018,Green Freight,2025-09,249226.95,246915.97,10684.470224753135
C49018,Green Freight,2025-10,98449.38,-150777.57,-60.498100225517334
C49018,Green Freight,2025-11,136081.6,37632.22,38.22494362077242
C49018,Green Freight,2025-12,33463.28,-102618.32,-75.40940141797275
C51553,Hooli Logistics,2024-01,156914.59,,
C51553,Hooli Logistics,2024-02,85605.61,-71308.98,-45.44445484642314
C51553,Hooli Logistics,2024-03,54619.45,-30986.160000000003,-36.196412828551786
C51553,Hooli Logistics,2024-04,69346.64,14727.190000000002,26.963270410082863
C51553,Hooli Logistics,2024-05,60054.93,-9291.71,-13.398933243196787
C51553,Hooli Logistics,2024-06,146381.74000000002,86326.81000000003,143.74641682206607
C51553,Hooli Logistics,2024-07,51544.55,-94837.19000000002,-64.7875821123591
C51553,Hooli Logistics,2024-08,90788.03,39243.479999999996,76.13507150610491
C51553,Hooli Logistics,2024-09,60783.96,-30004.07,-33.04848667825483
C51553,Hooli Logistics,2024-10,137072.42,76288.46000000002,125.50755166330067
C51553,Hooli Logistics,2024-11,147666.23,10593.809999999998,7.728622577758526
C51553,Hooli Logistics,2024-12,62362.850000000006,-85303.38,-57.767696784837
C51553,Hooli Logistics,2025-01,27389.059999999998,-34973.79000000001,-56.081128428222904
C51553,Hooli Logistics,2025-02,67693.83,40304.770000000004,147.15645589881512
C51553,Hooli Logistics,2025-03,107585.97,39892.14,58.93024519369048
C51553,Hooli Logistics,2025-04,172402.8,64816.82999999999,60.24654515825807
C51553,Hooli Logistics,2025-05,60560.159999999996,-111842.63999999998,-64.87286749403141
C51553,Hooli Logistics,2025-06,44460.43,-16099.729999999996,-26.584688679818548
C51553,Hooli Logistics,2025-07,58406.95,13946.519999999997,31.368387575198888
C51553,Hooli Logistics,2025-08,39552.47,-18854.479999999996,-32.28122680605646
C51553,Hooli Logistics,2025-09,39342.84,-209.63000000000466,-0.5300048265000967
C51553,Hooli Logistics,2025-10,47115.43,7772.590000000004,19.756047097769258
C51553,Hooli Logistics,2025-11,72458.1,25342.670000000006,53.78847226906345
C51553,Hooli Logistics,2025-12,47873.67999999999,-24584.420000000013,-33.92915353838979
C56067,Hooli Logistics,2024-01,78910.06,,
C56067,Hooli Logistics,2024-02,148036.55,69126.48999999999,87.60161885569468
C56067,Hooli Logistics,2024-03,45295.020000000004,-102741.52999999998,-69.40281302151394
C56067,Hooli Logistics,2024-04,70406.48,25111.459999999992,55.43978123864388
C56067,Hooli Logistics,2024-05,26868.03,-43538.45,-61.838697233550086
C56067,Hooli Logistics,2024-06,23200.06,-3667.9699999999975,-13.651801043842804
C56067,Hooli Logistics,2024-07,86468.70999999999,63268.649999999994,272.70899299398354
C56067,Hooli Logistics,2024-08,26100.7,-60368.009999999995,-69.81486135273673
C56067,Hooli Logistics,2024-09,81011.03,54910.33,210.37876378794437
C56067,Hooli Logistics,2024-10,28105.47,-52905.56,-65.30661318588345
C56067,Hooli Logistics,2024-11,114354.86,86249.39,306.8775935787588
C56067,Hooli Logistics,2024-12,34256.520000000004,-80098.34,-70.04366932896424
C56067,Hooli Logistics,2025-01,37906.49,3649.969999999994,10.654818411210453
C56067,Hooli Logistics,2025-02,57799.6,19893.11,52.47943030335966
C56067,Hooli Logistics,2025-03,70216.73999999999,12417.139999999992,21.48308984837264
C56067,Hooli Logistics,2025-04,119542.69,49325.95000000001,70.24813456164445
C56067,Hooli Logistics,2025-05,89378.73,-30163.960000000006,-25.23279340627186
C56067,Hooli Logistics,2025-06,55967.770000000004,-33410.95999999999,-37.38133222523972
C56067,Hooli Logistics,2025-07,112328.81,56361.03999999999,100.70267227012972
C56067,Hooli Logistics,2025-08,38879.57,-73449.23999999999,-65.38771308981195
C56067,Hooli Logistics,2025-09,37962.979999999996,-916.5900000000038,-2.357510641192806
C56067,Hooli Logistics,2025-10,107519.81999999999,69556.84,183.22281338293257
C56067,Hooli Logistics,2025-11,56597.01,-50922.80999999999,-47.36132370757316
C56067,Hooli Logistics,2025-12,68726.5,12129.489999999998,21.43132649586965
C57382,Vector Logistics,2024-01,163334.07,,
C57382,Vector Logistics,2024-02,116075.31,-47258.76000000001,-28.933804196515766
C57382,Vector Logistics,2024-03,39538.7,-76536.61,-65.937028296543
C57382,Vector Logistics,2024-04,150003.09,110464.39,279.382958974372
C57382,Vector Logistics,2024-05,33257.49,-116745.6,-77.82879672678743
C57382,Vector Logistics,2024-06,77337.34,44079.85,132.54112081218398
C57382,Vector Logistics,2024-07,95885.83,18548.490000000005,23.98387376654021
C57382,Vector Logistics,2024-08,168742.40000000002,72856.57000000002,75.98262433562917
C57382,Vector Logistics,2024-09,53048.240000000005,-115694.16000000002,-68.56259007813092
C57382,Vector Logistics,2024-10,56740.26,3692.019999999997,6.959740794416547
C57382,Vector Logistics,2024-11,101048.14,44307.88,78.08896187645244
C57382,Vector Logistics,2024-12,160832.7,59784.56000000001,59.164433902494416
C57382,Vector Logistics,2025-01,89800.25,-71032.45000000001,-44.16542780168461
C57382,Vector Logistics,2025-02,56559.6,-33240.65,-37.016210979368104
C57382,Vector Logistics,2025-03,45824.66,-10734.939999999995,-18.979872559211863
C57382,Vector Logistics,2025-04,41975.96,-3848.7000000000044,-8.398752985837765
C57382,Vector Logistics,2025-05,38724.9,-3251.0599999999977,-7.74505216795518
C57382,Vector Logistics,2025-06,29899.12,-8825.780000000002,-22.790969118061
C57382,Vector Logistics,2025-07,94371.68,64472.56,215.63363737795623
C57382,Vector Logistics,2025-08,49123.520000000004,-45248.15999999999,-47.946756908428455
C57382,Vector Logistics,2025-09,82976.86,33853.34,68.9147276090964
C57382,Vector Logistics,2025-10,57904.42,-25072.440000000002,-30.2161831623901
C57382,Vector Logistics,2025-11,61730.66,3826.2400000000052,6.60785480624797
C57382,Vector Logistics,2025-12,46312.29,-15418.370000000003,-24.976842949678492
C60889,Wonka Llc,2024-01,118961.76000000001,,
C60889,Wonka Llc,2024-02,116592.70999999999,-2369.0500000000175,-1.9914382571340705
C60889,Wonka Llc,2024-03,23923.31,-92669.4,-79.48129861635431
C60889,Wonka Llc,2024-04,97722.3,73798.99,308.48151865272825
C60889,Wonka Llc,2024-05,85931.43000000001,-11790.869999999995,-12.065690226284065
C60889,Wonka Llc,2024-06,91155.83,5224.399999999994,6.0797312461808195
C60889,Wonka Llc,2024-07,100518.93,9363.099999999991,10.271531727592187
C60889,Wonka Llc,2024-08,70547.49,-29971.439999999988,-29.81671213571413
C60889,Wonka Llc,2024-09,151682.13,81134.64,115.00712498772101
C60889,Wonka Llc,2024-10,125422.55,-26259.58,-17.3122437033288
C60889,Wonka Llc,2024-11,98969.47,-26453.08,-21.09116741766134
C60889,Wonka Llc,2024-12,131126.84,32157.369999999995,32.49221199224366
C60889,Wonka Llc,2025-01,15948.359999999999,-115178.48,-87.83745570319547
C60889,Wonka Llc,2025-02,78496.73,62548.369999999995,392.1931157811838
C60889,Wonka Llc,2025-03,135528.36,57031.62999999999,72.6547844731876
C60889,Wonka Llc,2025-04,66189.13,-69339.22999999998,-51.16215528617035
C60889,Wonka Llc,2025-05,46513.42,-19675.710000000006,-29.72649738710874
