invoice_id,client_id,invoice_date,amount,currency,shipment_type
INV-TIYM8K1,C33266,"May 20, 2025",5913.91,USD,EXPRESS
INV-0B4CAEV,C15499,19-Jun-2025,1335.27,USD,GROUND
INV-7NNOK7F,C57382,2024/08/29,34867.28,USD,FREIGHT
INV-UGFSKGB,C63250,"Jun 10, 2025",3438.75,USD,GROUND
INV-WV0KGCS,C57382,2025/04/05,3854.55,USD,GROUND
INV-GLPT43C,C70464,"Mar 17, 2025",2959.12,USD,GROUND
INV-LDQ2WN5,C14175,2025-03-01,2136.63,USD,2DAY
INV-INJ1FBO,C14175,2025/09/30,4710.98,USD,GROUND
INV-VJR61US,C77726,12/05/2024,4725.85,USD,GROUND
INV-XER8I1T,C60889,06-Jan-2025,10953.3,USD,EXPRESS
INV-JYZ5IC9,C77726,2025/02/26,3117.47,USD,GROUND
INV-BYSHQN2,C47375,07/03/2024,1780.05,USD,GROUND
INV-O6OU6YR,C16180,2025/04/04,4105.75,USD,GROUND
INV-YMDP67K,C99892,2024-04-27,3059.69,USD,GROUND
INV-LN9IIFW,C22659,2024/07/15,8817.51,USD,2DAY
INV-675FT7C,C34523,19-Aug-2025,4071.86,USD,GROUND
INV-LKAZUEC,C86178,10/30/2024,3901.51,USD,GROUND
INV-33ZY2WD,C98672,"Sep 07, 2025",15374.33,USD,EXPRESS
INV-9ZFVLB2,C83948,2024/10/08,10976.53,USD,EXPRESS
INV-2ZYUMPW,C09581,2024-06-07,13757.37,USD,EXPRESS
INV-GKMI4GZ,C22659,2025-11-09,17437.26,USD,EXPRESS
INV-V0MGIB5,C63250,13-Sep-2024,17458.65,USD,EXPRESS
INV-6ET2B8M,C94929,02/08/2024,4681.46,USD,GROUND
INV-Q4QT7D4,C99808,"Feb 07, 2024",8369.96,USD,2DAY
INV-HI72SGJ,C08929,03/19/2024,2624.05,USD,GROUND
INV-IW93FNU,C93089,15-Dec-2024,4255.25,USD,GROUND
INV-VAMIZL7,C70464,2024-03-12,4215.76,USD,GROUND
INV-33EQYHF,C78191,"Mar 16, 2024",2506.37,USD,2DAY
INV-I3RSS2X,C94929,10-Dec-2025,13091.73,USD,EXPRESS
INV-0Z2251P,C29210,2025-07-25,3588.46,USD,GROUND
INV-MC6KFFS,C77577,2025-10-02,3605.27,USD,GROUND
INV-R9QDKWU,C99892,2024-10-17,14167.79,USD,FREIGHT
INV-V4EX3Q3,C86178,2024-04-03,3917.94,USD,GROUND
INV-2565BWV,C22659,2025/03/16,1228.53,USD,GROUND
INV-G8Q1CP8,C83948,"Jan 06, 2024",1606.89,USD,GROUND
INV-TZRI25Y,C33266,"May 17, 2024",42651.79,USD,FREIGHT
INV-D3M0NZC,C34523,"Sep 15, 2025",10949.41,USD,EXPRESS
INV-ZI6BKH8,C25055,2024-05-25,38598.7,USD,FREIGHT
INV-VMCGODU,C98672,05-Jan-2025,4551.56,USD,GROUND
INV-530W6WQ,C02145,2025-04-06,3475.37,USD,GROUND
INV-8VVUFGE,C64279,04-Jan-2024,10384.01,USD,EXPRESS
INV-LF5IZDC,C34523,"Jan 01, 2024",1351.23,USD,GROUND
INV-YJP65IR,C70464,2025-07-11,16274.67,USD,EXPRESS
INV-1RRXLQG,C17172,2024/09/01,4050.32,USD,GROUND
INV-BWXFS82,C77726,07-Jan-2025,17708.62,USD,EXPRESS
INV-RNFDM78,C10456,12/07/2024,2440.97,USD,GROUND
INV-791T64Q,C78191,10/30/2024,12417.62,USD,EXPRESS
INV-0TS7DXZ,C56067,05-Jul-2024,2736.5,USD,GROUND
INV-4XA7C38,C94929,2024-04-14,2354.29,USD,GROUND
INV-O8SZV5P,C49018,"Sep 06, 2025",3051.49,USD,GROUND
INV-K0U2JT4,C15499,"May 22, 2025",4849.11,USD,GROUND
INV-TY09QQX,C14637,08/15/2025,2393.22,USD,GROUND
INV-YK98L7J,C91097,09/29/2025,1627.79,USD,GROUND
INV-EST1QU7,C97125,"Sep 24, 2025",16975.04,USD,EXPRESS
INV-NQP2P64,C28306,2025-12-19,8235.11,USD,EXPRESS
INV-LYHMFNC,C77726,14-Apr-2025,2296.63,USD,GROUND
INV-IVHF5V8,C73720,2024/02/17,44846.94,USD,FREIGHT
INV-Y9UGI94,C77726,2025-06-17,4908.62,USD,GROUND
INV-U3Q093B,C84879,"Aug 31, 2025",9261.73,USD,2DAY
INV-P90Y59I,C03366,2025-05-01,9865.43,USD,2DAY
INV-D92FYKT,C14637,2024-10-20,6660.93,USD,EXPRESS
INV-0Z00ZAB,C29210,2025/01/30,3172.58,USD,GROUND
INV-L6OZ6RG,C17172,29-Aug-2025,3250.29,USD,GROUND
INV-WRZK744,C56067,09/25/2025,1540.48,USD,GROUND
INV-V06NWAL,C22659,13-Apr-2025,3217.35,USD,GROUND
INV-QRPRR07,C91097,11-Nov-2024,1034.74,USD,GROUND
INV-NO5QP6W,C97125,02/25/2025,36909.69,USD,FREIGHT
INV-T1XHD9R,C22659,2024/03/02,4090.41,USD,GROUND
INV-INF1M0K,C08929,2024/12/02,3676.83,USD,GROUND
INV-FXH6NBI,C98399,06/22/2024,1981.85,USD,GROUND
INV-M37AXSU,C57382,"Aug 21, 2024",5728.01,USD,2DAY
INV-N9NJM86,C99892,"May 10, 2025",15331.12,USD,EXPRESS
INV-3IB9KIW,C80551,28-Mar-2025,7483.15,USD,2DAY
INV-9ZE8QSF,C14637,2024-01-15,8585.33,USD,2DAY
INV-X09CRYP,C83350,01-Aug-2024,1775.05,USD,GROUND
INV-PQWTN4U,C14637,26-Dec-2024,17613.46,USD,FREIGHT
INV-IW11MCY,C16655,11-May-2024,4541.86,USD,GROUND
INV-XWWYX1E,C14637,"Dec 24, 2024",3402.16,USD,GROUND
INV-YDLS1VV,C09581,07/16/2024,8931.32,USD,2DAY
INV-TCL2SVF,C97785,10/10/2025,3095.51,USD,GROUND
INV-8ET9IM6,C11386,26-Dec-2025,2404.42,USD,GROUND
INV-3U6FO4J,C80551,08/27/2025,2661.37,USD,GROUND
INV-FA21Q4O,C47375,01-Aug-2025,3398.78,USD,GROUND
INV-IOYWH4X,C97125,04/24/2025,15502.62,USD,EXPRESS
INV-OR26YPY,C98672,21-Aug-2025,9452.51,USD,EXPRESS
INV-153MPQ2,C14637,23-Sep-2024,1025.14,USD,GROUND
INV-V1E2M46,C03366,04/03/2024,3388.81,USD,GROUND
INV-EO3ZVTX,C16180,05/18/2024,15719.44,USD,EXPRESS
INV-SSU49PG,C63096,2024/01/30,2487.19,USD,GROUND
INV-5OBIQYF,C81739,"Mar 18, 2024",10842.09,USD,EXPRESS
INV-HJSQC6N,C86178,"Jan 17, 2024",1615.24,USD,GROUND
INV-DDNYHYH,C70464,12-Dec-2024,2419.57,USD,GROUND
INV-UAJHZOU,C17754,2024/02/27,10592.23,USD,EXPRESS
INV-6XZJQEB,C11386,"Apr 27, 2025",4340.43,USD,GROUND
INV-2DRL9FR,C14175,"Nov 10, 2024",16961.53,USD,EXPRESS
INV-BB17R9D,C10456,10/29/2025,42126.13,USD,FREIGHT
INV-39HZTYA,C84879,2025/11/03,3934.33,USD,GROUND
INV-ZOBKWX4,C02145,2024-05-02,2727.63,USD,GROUND
INV-GJU9TKX,C08929,08/14/2025,1726.84,USD,GROUND
INV-ARO6842,C35443,04-Apr-2024,2663.01,USD,2DAY
INV-ZY2QJ5V,C47375,10-Aug-2025,3954.33,USD,2DAY
INV-3XUNACR,C57382,2024-01-28,49799.95,USD,FREIGHT
INV-LCG9SVW,C73720,09/09/2024,4370.58,USD,2DAY
INV-XB93Y1L,C08929,03-Jul-2025,4673.12,USD,GROUND
INV-H8C21B3,C14175,03/22/2024,8020.17,USD,EXPRESS
INV-N7S47WS,C25055,2025-04-04,19402.34,USD,FREIGHT
INV-LBJWHGW,C08929,"Feb 01, 2024",7983.73,USD,2DAY
INV-50MWX5Q,C82971,2024-04-18,17492.41,USD,FREIGHT
INV-7LKDXF8,C83350,14-Jul-2025,3849.92,USD,GROUND
INV-SMOT8SL,C99808,2025/05/03,4417.85,USD,GROUND
INV-DD28J1Y,C72495,"Sep 22, 2024",7313.15,USD,2DAY
INV-28XUIJ9,C86178,03/26/2024,1407.41,USD,GROUND
INV-B6AKS7C,C77726,2024/10/17,12885.08,USD,EXPRESS
INV-H6FIPDX,C24911,2024-11-10,15537.49,USD,EXPRESS
INV-NHJ0ILV,C29210,02-Aug-2024,1411.0,USD,GROUND
INV-3HCWUQO,C15978,03/18/2025,18401.88,USD,FREIGHT
INV-4RNNFH3,C17754,03/07/2024,5266.95,USD,2DAY
INV-FK437TV,C51553,08/17/2025,3055.9,USD,GROUND
INV-39JJUFR,C09581,11/20/2025,15884.05,USD,EXPRESS
INV-Q4YLTWK,C09581,10/21/2025,31357.19,USD,FREIGHT
INV-XGNLRKR,C94736,2025-06-06,1846.14,USD,GROUND
INV-9N2AV6T,C94929,"Sep 02, 2025",13905.3,USD,EXPRESS
INV-MRDTB6L,C47375,2024-05-22,9690.63,USD,EXPRESS
INV-7N4B9OT,C15978,2024/07/06,3310.69,USD,GROUND
INV-JY7WM2I,C87356,2024-08-23,2715.14,USD,GROUND
INV-JM0N1UU,C92842,2025/10/09,4808.68,USD,2DAY
INV-5X6HKY7,C81739,2025/08/28,3539.5,USD,GROUND
INV-QWNIJ1V,C92842,08/10/2024,3650.87,USD,GROUND
INV-VG2QLMD,C17754,03/22/2024,3884.08,USD,2DAY
INV-0ULIKZC,C86178,10/28/2024,16815.87,USD,EXPRESS
INV-XD8F9V4,C08929,19-Apr-2024,3000.93,USD,2DAY
INV-Y5I831Y,C56067,04/26/2025,6978.37,USD,EXPRESS
INV-MBQXH2X,C81739,"Jan 06, 2025",4567.42,USD,2DAY
INV-WAOZL0R,C80551,"Mar 14, 2024",3707.43,USD,GROUND
INV-R4CAGT3,C81739,03-Dec-2024,4066.34,USD,GROUND
INV-T5WTE2X,C47375,05-Apr-2025,7874.76,USD,EXPRESS
INV-O901EOZ,C35443,"Dec 10, 2025",10859.07,USD,EXPRESS
INV-WQD5990,C72495,27-Mar-2024,13997.87,USD,FREIGHT
INV-625YZXY,C16180,09/03/2025,3373.18,USD,GROUND
INV-TFWIKGG,C43677,"Aug 14, 2025",1453.23,USD,GROUND
INV-OI177UF,C73720,2024-07-19,4654.98,USD,2DAY
INV-IZTGRT1,C64279,2024-06-01,4063.6,USD,2DAY
INV-BKD2IWG,C72495,2025-02-22,2818.19,USD,GROUND
INV-BZ5KH26,C64279,"Jan 14, 2025",2608.78,USD,GROUND
INV-VDE9ETR,C57382,2025/08/03,6306.87,USD,EXPRESS
INV-WIFOTEJ,C09581,07/04/2024,2908.46,USD,2DAY
INV-KA1CNLY,C94736,2024-07-29,3187.08,USD,2DAY
INV-7ZACIW1,C47375,2025/02/26,2397.42,USD,GROUND
INV-5HPSO13,C64279,2024-09-02,9151.13,USD,EXPRESS
INV-77OYU8J,C80551,2025-07-30,22173.22,USD,FREIGHT
INV-FDF1VVF,C82971,"Apr 04, 2025",4528.29,USD,GROUND
INV-QD35EJE,C25055,08/06/2024,1900.69,USD,GROUND
INV-Z8NV4FM,C25055,11-Jan-2025,3352.78,USD,GROUND
INV-VV131TL,C28306,"Aug 26, 2025",17849.14,USD,EXPRESS
INV-3PUJQ0V,C64279,2025/11/23,2278.17,USD,2DAY
INV-UNJUG5U,C94736,2024-01-17,45716.73,USD,FREIGHT
INV-KL5LAYA,C33266,2024/02/19,19065.43,USD,EXPRESS
INV-HF5UJ5J,C86178,01-Sep-2025,6236.2,USD,EXPRESS
INV-77U6Y6X,C49018,06/04/2025,44474.39,USD,FREIGHT
INV-7POIT5K,C49018,06/26/2025,2516.03,USD,GROUND
INV-OXTMUIX,C25055,2025-07-30,4953.15,USD,GROUND
INV-P9TYNPS,C98672,2024-12-05,7069.56,USD,EXPRESS
INV-PDRXXTK,C94736,2025/03/21,7883.87,USD,EXPRESS
INV-1PGLSUE,C94929,"Jun 04, 2024",1399.8,USD,GROUND
INV-Y578SYA,C03366,2025-04-22,34126.72,USD,FREIGHT
INV-D3NKUDO,C35443,2024/12/17,1693.36,USD,GROUND
INV-4OORNG0,C63096,07/04/2024,1925.15,USD,GROUND
INV-FPJNU9X,C29210,24-Feb-2025,4847.9,USD,GROUND
INV-ZB2EG9K,C20405,2024-01-26,1198.09,USD,GROUND
INV-KKQBZX5,C77577,"Jan 06, 2024",6630.88,USD,2DAY
INV-V8KULBD,C87356,"Apr 02, 2025",19526.72,USD,EXPRESS
INV-LTBVT7S,C14175,"Mar 26, 2025",38377.77,USD,FREIGHT
INV-9FY17GG,C87356,31-Jul-2024,1791.24,USD,GROUND
INV-QETPY76,C56067,04/25/2025,21710.02,USD,FREIGHT
INV-55CNE9A,C87356,2025/11/10,1972.87,USD,GROUND
INV-SC71RUK,C10456,2024-05-23,9916.0,USD,2DAY
INV-G7NF1EH,C86178,2024/06/04,12353.49,USD,EXPRESS
INV-6VNK8DB,C83350,21-Mar-2024,1017.19,USD,GROUND
INV-0K05CZR,C86178,"Jul 24, 2025",2944.01,USD,GROUND
INV-Q15HX6J,C86029,02-Dec-2025,19146.47,USD,EXPRESS
INV-EET6XT4,C20405,"Aug 10, 2024",4816.71,USD,GROUND
INV-WEXUJ5F,C20405,11/09/2025,18784.33,USD,EXPRESS
INV-6J0J915,C17754,"Jan 17, 2024",3632.85,USD,GROUND
INV-K5T8SLB,C16655,2025/09/23,18846.08,USD,EXPRESS
INV-TA2X1H2,C99808,30-Oct-2024,3904.64,USD,GROUND
INV-BEZQGGQ,C43677,2024/11/17,2885.03,USD,GROUND
INV-GMGKYZX,C24911,10/30/2024,29001.6,USD,FREIGHT
INV-VX6V4Z5,C25055,2024-10-25,2935.81,USD,GROUND
INV-J5ENKM5,C28306,2025/06/04,10327.6,USD,FREIGHT
INV-7O75JP8,C98672,2024/12/04,18955.06,USD,EXPRESS
INV-NTT71UF,C15499,"Feb 23, 2024",3285.06,USD,GROUND
INV-4LC9AL0,C57382,29-Nov-2024,1432.43,USD,GROUND
INV-LOSFL2A,C03366,2025-10-17,5277.16,USD,EXPRESS
INV-96JHS4F,C16655,"Apr 13, 2024",1830.61,USD,GROUND
INV-082UFAF,C16655,"Oct 18, 2024",3529.1,USD,GROUND
INV-X1OG5SN,C84879,21-Apr-2025,4445.92,USD,GROUND
INV-NQP392Q,C73720,09/25/2025,2578.86,USD,GROUND
INV-KPCS2F0,C98672,13-May-2025,14463.11,USD,FREIGHT
INV-4MTWP9D,C78191,2024-08-28,2650.13,USD,2DAY
INV-1WHPEPU,C20405,2024-08-09,4590.95,USD,GROUND
INV-XOWB6RX,C86029,2024-06-23,4519.44,USD,GROUND
INV-DHPA3D8,C99808,2024/12/07,5231.56,USD,EXPRESS
INV-GEHHK73,C82971,"Aug 18, 2024",16354.55,USD,FREIGHT
INV-YICV6QG,C84879,2024-06-03,8746.84,USD,EXPRESS
INV-EYRU4WJ,C10456,23-Apr-2024,2834.61,USD,GROUND
INV-9VMXCKI,C24911,25-Feb-2025,6689.14,USD,EXPRESS
INV-REMMBWA,C81739,2025-12-04,4131.78,USD,GROUND
INV-4CFQ82R,C16655,2025-02-06,48123.1,USD,FREIGHT
INV-PRYAQ30,C22659,"Mar 07, 2024",6204.3,USD,EXPRESS
INV-H80L2YG,C99808,"Dec 08, 2024",6458.51,USD,2DAY
INV-AW760SY,C11386,2025/06/14,7546.68,USD,2DAY
INV-BZUVTP7,C35443,07-Sep-2024,5663.62,USD,2DAY
INV-9AMIP57,C16655,04/23/2025,26424.59,USD,FREIGHT
INV-UQ3UEWC,C83350,20-Sep-2025,4668.34,USD,GROUND
INV-ZY3PO5K,C16180,12/18/2024,26994.17,USD,FREIGHT
INV-DLL8ETK,C49018,10-Feb-2025,14344.32,USD,EXPRESS
INV-7VE1UPE,C92842,2024/09/02,6593.81,USD,2DAY
INV-3C0XKBD,C99892,2025/12/05,3016.67,USD,GROUND
INV-ORPKNKQ,C63250,2025-01-28,3164.21,USD,GROUND
INV-HT5IIJD,C56067,29-May-2025,5550.59,USD,EXPRESS
INV-BSZMPEC,C35443,2025/06/17,3858.29,USD,GROUND
INV-UDK4QXC,C21531,04/29/2025,4197.13,USD,GROUND
INV-40LRKOK,C80551,06-Apr-2024,2200.7,USD,GROUND
INV-S2TZAR0,C64279,"Dec 20, 2024",9894.33,USD,EXPRESS
INV-NZMJ8F0,C15499,11-Mar-2024,2859.07,USD,GROUND
INV-Y9GQRPT,C17172,"May 18, 2024",3375.74,USD,GROUND
INV-LK8L1GR,C16655,31-Dec-2024,4178.74,USD,GROUND
INV-ZK1EVXI,C83350,2025-06-28,13889.13,USD,EXPRESS
INV-VJAAABN,C98672,04/26/2024,3966.03,USD,GROUND
INV-E6TJZNH,C99808,2025/12/06,13577.45,USD,EXPRESS
INV-UPN5FDT,C72495,2024-04-04,7046.84,USD,EXPRESS
INV-2CPHSTH,C83350,09/04/2025,3410.37,USD,GROUND
INV-9DVO4S6,C92842,"Sep 06, 2024",16606.72,USD,EXPRESS
INV-5Y0VSMA,C63096,2024-07-29,1544.06,USD,GROUND
INV-YL8393S,C82971,2025-04-26,3744.46,USD,GROUND
INV-8CAWDJX,C83948,2025/10/03,2707.78,USD,GROUND
INV-ZCRSPSC,C15978,2025/06/22,4820.66,USD,GROUND
INV-X75KQCQ,C93089,"Jul 06, 2024",6607.52,USD,2DAY
INV-GG5YQGG,C81739,"Sep 27, 2024",4700.79,USD,GROUND
INV-DDSIZNG,C63096,06/23/2025,38638.43,USD,FREIGHT
INV-C6NHZ4J,C82971,05-Jun-2024,19651.24,USD,EXPRESS
INV-TDYR0XF,C29210,2024-06-06,3812.74,USD,GROUND
INV-T84UP36,C72495,2025/02/15,4226.53,USD,GROUND
INV-MYK3VIG,C57382,"Sep 01, 2025",8902.94,USD,2DAY
INV-TIBZC3D,C98399,2025-08-18,5032.69,USD,2DAY
INV-BYMJGZ1,C70464,"Dec 14, 2024",16214.56,USD,EXPRESS
INV-CIQ2XMO,C77726,"Sep 17, 2024",4770.16,USD,2DAY
INV-ZHTO6QY,C86178,"Apr 27, 2025",2195.94,USD,GROUND
INV-967G0VA,C57382,2024/05/01,2553.32,USD,2DAY
INV-VZ1HVEY,C97125,"Oct 31, 2025",9449.99,USD,2DAY
INV-A4SYPW9,C60889,2024-10-01,13998.97,USD,FREIGHT
INV-JPSGZGV,C15978,2025-09-07,2450.31,USD,GROUND
INV-BMB0GKW,C03366,25-Jul-2024,38450.65,USD,FREIGHT
INV-NK00FMX,C16180,"Mar 30, 2025",4372.06,USD,GROUND
INV-R4HXQQ1,C63096,"May 28, 2024",9703.87,USD,EXPRESS
INV-R69Y0RP,C24911,10/05/2025,12901.02,USD,FREIGHT
INV-7HJ7SMH,C94736,2024/01/04,11571.74,USD,FREIGHT
INV-G4PD60Q,C02145,2024-04-17,4720.38,USD,GROUND
INV-YHONUQ8,C81739,2024-04-27,6675.71,USD,2DAY
INV-Y276GZH,C83948,2025/04/27,2160.57,USD,2DAY
INV-ZZS7NTU,C77726,24-Apr-2024,12015.86,USD,FREIGHT
INV-ALMFAKB,C99892,10/11/2024,9759.88,USD,EXPRESS
INV-NMZQK1Z,C99892,2024-06-01,19369.58,USD,EXPRESS
INV-QAUGUVA,C51553,2024/06/25,3285.72,USD,GROUND
INV-SNPVQU2,C77726,2024/01/25,4532.73,USD,2DAY
INV-SLV232C,C21531,04/29/2025,3001.68,USD,GROUND
INV-TTW0ZEV,C33266,"Jan 26, 2025",32144.54,USD,FREIGHT
INV-TVVKLR3,C33266,2025/02/13,11822.85,USD,EXPRESS
INV-288ZWBB,C09581,2024-04-02,2523.74,USD,GROUND
INV-WM90C6K,C98672,07/31/2025,11149.04,USD,EXPRESS
INV-XZXUT51,C08929,05/14/2024,4689.97,USD,GROUND
INV-U1TI0E5,C15499,12/06/2025,17701.77,USD,EXPRESS
INV-SCSQFD6,C25055,2024/03/27,17877.37,USD,FREIGHT
INV-ZEVUO8S,C60889,12/17/2025,3240.3,USD,GROUND
INV-RMJ3NUO,C34523,17-Jun-2025,2861.77,USD,GROUND
INV-ZV7H6QH,C29210,23-Feb-2024,19306.25,USD,EXPRESS
INV-956VWU2,C15978,2024/11/12,10087.88,USD,EXPRESS
INV-GID59SV,C77726,07/08/2025,1282.17,USD,GROUND
INV-BFF8L53,C25055,2024-09-06,2511.31,USD,GROUND
INV-8Q6MP4G,C72495,2025-04-13,2365.53,USD,GROUND
INV-G9YC9B8,C70464,2025/08/21,11156.8,USD,EXPRESS
INV-ZHFGEYL,C56067,2025-09-01,9616.4,USD,2DAY
INV-K6Z9224,C98672,14-Jun-2024,4957.59,USD,2DAY
INV-1JQ7HAZ,C98672,2024/05/05,2733.33,USD,GROUND
INV-K5TWW6Y,C57382,2025-02-05,3645.13,USD,GROUND
INV-7STWEBZ,C34523,2024-01-17,5768.75,USD,EXPRESS
INV-4AUOXUO,C77577,09/11/2025,7484.33,USD,2DAY
INV-UC14O2V,C17754,05/28/2024,3195.47,USD,GROUND
INV-JIZJ65O,C22659,05/07/2025,3489.89,USD,GROUND
INV-T004WQ1,C83948,28-Aug-2025,35451.39,USD,FREIGHT
INV-Y4VXBH9,C21531,2024/05/26,4367.55,USD,GROUND
INV-X7OSUOC,C92842,2025/03/30,18160.44,USD,FREIGHT
INV-0UWBFJZ,C99892,2024/12/17,4629.82,USD,GROUND
INV-50GQRG4,C92842,12/14/2024,4251.8,USD,GROUND
INV-LABT7GO,C51553,20-Oct-2024,4962.57,USD,GROUND
INV-WRBY2CT,C77726,03/18/2025,2566.58,USD,2DAY
INV-604IZPQ,C33266,02/09/2025,35235.92,USD,FREIGHT
INV-UGNNFL8,C11386,2024/11/13,1848.13,USD,GROUND
INV-5075KLN,C78191,19-May-2024,5729.69,USD,EXPRESS
INV-F7KZJ5L,C51553,2025-04-14,36578.82,USD,FREIGHT
INV-8TE79FW,C20405,08/23/2024,22038.72,USD,FREIGHT
INV-OWELPRW,C43677,05/23/2024,4922.09,USD,2DAY
INV-OA0HNOH,C09581,"Dec 20, 2025",9891.87,USD,2DAY
INV-V0QBPHG,C63096,2025/06/19,8495.29,USD,2DAY
INV-E78F4ID,C98399,12-Aug-2025,1863.86,USD,GROUND
INV-LLNVGLG,C43677,02/05/2024,3961.87,USD,2DAY
INV-EBIM1N3,C99892,2025/04/18,1908.8,USD,GROUND
INV-Q3GG5V2,C43677,"Sep 04, 2024",31206.21,USD,FREIGHT
INV-M5GFN88,C63250,13-Jul-2024,4210.76,USD,2DAY
INV-BEUSNG0,C60889,10-Sep-2024,18284.89,USD,FREIGHT
INV-SL789LL,C64279,21-Jun-2024,2910.13,USD,GROUND
INV-3M9M6SG,C49018,30-May-2024,1362.2,USD,GROUND
INV-BUOSTK4,C16655,2024/07/14,3959.78,USD,GROUND
INV-QVJ04BJ,C97125,2024/12/08,4613.52,USD,2DAY
INV-JTX4APP,C43677,"Jan 17, 2025",4118.72,USD,GROUND
INV-8GJOJK4,C86178,05/30/2024,20506.39,USD,FREIGHT
INV-HY2WMNO,C49018,2025-11-18,18645.21,USD,EXPRESS
INV-KEKWXXR,C97785,19-Jun-2024,3268.17,USD,GROUND
INV-7DVHRWK,C83350,"Jul 17, 2024",11824.87,USD,EXPRESS
INV-OWEL68D,C16180,30-Aug-2025,3549.61,USD,GROUND
INV-UJQL16E,C08929,09/27/2025,2269.02,USD,GROUND
INV-NIOA31A,C60889,2024-09-05,3254.19,USD,GROUND
INV-BDTBL7L,C51553,2025-09-28,2629.32,USD,GROUND
INV-ELTT91T,C02145,2024-04-13,13227.38,USD,EXPRESS
INV-PBWHAFF,C57382,15-May-2024,3060.87,USD,GROUND
INV-0C0I4M6,C24911,2025-11-23,3426.41,USD,GROUND
INV-RNT7A1F,C20405,2024/03/28,2885.79,USD,GROUND
INV-BEB3MVN,C80551,07/25/2025,4670.74,USD,GROUND
INV-NUXGX1T,C10456,2025-04-26,13609.28,USD,EXPRESS
INV-BWDHZ7S,C20405,"Oct 15, 2025",3513.75,USD,GROUND
INV-SA4S3C4,C02145,"Mar 08, 2025",6998.96,USD,2DAY
INV-WWCI9B9,C57382,2024-03-27,9067.24,USD,EXPRESS
INV-O0DWS5N,C98672,2025/06/01,4664.16,USD,GROUND
INV-7X6RQMX,C98672,2025-01-11,2987.83,USD,GROUND
INV-ZV3O2GM,C60889,2024/04/03,6121.89,USD,EXPRESS
INV-Q8SUZ20,C09581,04-Jun-2025,2477.55,USD,GROUND
INV-Y6JJWSC,C16180,07-Sep-2024,12933.18,USD,EXPRESS
INV-KP1EGUM,C21531,06/19/2025,14176.07,USD,EXPRESS
INV-IROM65P,C49018,30-Sep-2025,6725.1,USD,2DAY
INV-KOCJTTX,C77577,2024/09/03,3240.81,USD,GROUND
INV-87ZS20A,C80551,"Jun 22, 2025",11546.58,USD,EXPRESS
INV-O0N4N2H,C35443,"Jun 05, 2025",19794.06,USD,EXPRESS
INV-J4YGV5A,C98672,2025-03-15,1931.0,USD,GROUND
INV-CH9VTSD,C20405,2024/01/10,7152.98,USD,EXPRESS
INV-IVMHTAF,C21531,29-Nov-2025,19304.76,USD,EXPRESS
INV-LEAJXMF,C97785,28-Jun-2024,3676.33,USD,GROUND
INV-W9S7I1E,C97125,01/21/2025,8040.45,USD,EXPRESS
INV-B8XHL1M,C20405,01/02/2025,2181.38,USD,GROUND
INV-QKERJ0T,C14175,22-Jun-2025,1373.8,USD,GROUND
INV-OZXXO1H,C63250,2024-11-20,4201.36,USD,2DAY
INV-B4LE4XO,C92842,"Aug 11, 2025",2883.69,USD,GROUND
INV-D6DSPYW,C16655,12/12/2024,10999.44,USD,EXPRESS
INV-HKHD48P,C97785,"Feb 18, 2025",1652.36,USD,GROUND
INV-11SIV3D,C99892,02/25/2024,34286.22,USD,FREIGHT
INV-F5GEFEW,C70464,"Nov 10, 2024",5425.53,USD,2DAY
INV-89ZVI16,C47375,2024-11-13,6402.55,USD,2DAY
INV-BACY8LQ,C94736,2024/01/17,9011.91,USD,2DAY
INV-FAQFEMZ,C93089,29-Jul-2025,7271.45,USD,EXPRESS
INV-1GHFZDB,C17172,2024-10-12,13520.42,USD,EXPRESS
INV-8ZRKGV8,C98399,16-Nov-2025,7043.38,USD,EXPRESS
INV-TKOW8K4,C82971,2024-02-27,18935.48,USD,EXPRESS
INV-U5APX57,C60889,2025-12-06,16691.16,USD,EXPRESS
INV-XD9ZCKX,C72495,07-Feb-2025,8472.5,USD,2DAY
INV-WS006N9,C09581,05/04/2024,4340.0,USD,GROUND
INV-F2IE2K1,C15978,11/02/2025,3912.07,USD,GROUND
INV-QA9SU9Z,C81739,"Oct 19, 2025",16634.48,USD,EXPRESS
INV-GXPU5W1,C09581,2024/10/05,5776.6,USD,2DAY
INV-QEI0JL1,C83350,05-Apr-2024,5156.8,USD,EXPRESS
INV-83VBMS9,C16180,2025-02-06,6150.69,USD,EXPRESS
INV-QOX7AJ8,C94929,"Dec 22, 2025",2246.25,USD,GROUND
INV-8NM6TVN,C56067,2024-02-03,4068.58,USD,GROUND
INV-ZRWDEEH,C33266,02/20/2024,3643.11,USD,GROUND
INV-6L3MYNM,C97125,2024/10/22,1724.68,USD,GROUND
INV-8QW8SM2,C94929,2024/07/01,7577.79,USD,2DAY
INV-WARNEM5,C86029,2025-10-07,31368.4,USD,FREIGHT
INV-H8I0ZUM,C43677,2025-04-18,6890.02,USD,2DAY
INV-H72DLZV,C94736,2025-11-27,45996.93,USD,FREIGHT
INV-8TEZ8D2,C64279,03/02/2024,4309.58,USD,GROUND
INV-3ZTELFG,C97785,"Aug 18, 2025",6342.91,USD,2DAY
INV-FPCD0Z1,C22659,02-Mar-2025,9230.34,USD,EXPRESS
INV-G9YX3FO,C57382,2024-07-07,4298.3,USD,GROUND
